road,point
Henry Lawson Drive Westbound,"-33.93638,150.97875"
Henry Lawson Drive Westbound,"-33.9363,150.97843"
Henry Lawson Drive Westbound,"-33.93621,150.97818"
Henry Lawson Drive Westbound,"-33.93608,150.97792"
Henry Lawson Drive Westbound,"-33.93597,150.97773"
Henry Lawson Drive Westbound,"-33.93578,150.97748"
Henry Lawson Drive Westbound,"-33.93562,150.97732"
Henry Lawson Drive Westbound,"-33.93543,150.97715"
Henry Lawson Drive Westbound,"-33.93527,150.97702"
Henry Lawson Drive Westbound,"-33.93503,150.97688"
Henry Lawson Drive Westbound,"-33.93484,150.97678"
Henry Lawson Drive Westbound,"-33.93467,150.97673"
Henry Lawson Drive Westbound,"-33.93428,150.97669"
Henry Lawson Drive Westbound,"-33.93408,150.97671"
Henry Lawson Drive Westbound,"-33.93383,150.97676"
Henry Lawson Drive Westbound,"-33.93358,150.97685"
Henry Lawson Drive Westbound,"-33.93335,150.97696"
Henry Lawson Drive Westbound,"-33.93296,150.97724"
Henry Lawson Drive Westbound,"-33.9319,150.97826"
Henry Lawson Drive Westbound,"-33.931,150.97914"
Henry Lawson Drive Westbound,"-33.93079,150.97935"
Henry Lawson Drive Westbound,"-33.93055,150.97961"
Henry Lawson Drive Westbound,"-33.93042,150.97968"
Henry Lawson Drive Westbound,"-33.93037,150.97973"
Henry Lawson Drive Westbound,"-33.93023,150.97988"
Henry Lawson Drive Westbound,"-33.93002,150.98005"
Henry Lawson Drive Westbound,"-33.92981,150.98016"
Henry Lawson Drive Westbound,"-33.92966,150.98022"
Henry Lawson Drive Westbound,"-33.92957,150.98024"
Henry Lawson Drive Westbound,"-33.92948,150.98027"
Henry Lawson Drive Westbound,"-33.92922,150.98033"
Henry Lawson Drive Westbound,"-33.92901,150.98035"
Henry Lawson Drive Westbound,"-33.92886,150.98037"
Henry Lawson Drive Westbound,"-33.92863,150.98036"
Henry Lawson Drive Westbound,"-33.92833,150.9803"
Henry Lawson Drive Westbound,"-33.92804,150.98018"
Henry Lawson Drive Westbound,"-33.92791,150.9801"
Henry Lawson Drive Westbound,"-33.92754,150.97983"
Henry Lawson Drive Westbound,"-33.92724,150.9796"
Henry Lawson Drive Westbound,"-33.92704,150.97944"
Henry Lawson Drive Westbound,"-33.92624,150.97885"
Henry Lawson Drive Westbound,"-33.92612,150.97883"
Henry Lawson Drive Westbound,"-33.92597,150.97871"
Henry Lawson Drive Westbound,"-33.92578,150.97855"
Henry Lawson Drive Westbound,"-33.92526,150.97814"
Henry Lawson Drive Westbound,"-33.92514,150.97805"
Henry Lawson Drive Westbound,"-33.92334,150.97666"
Henry Lawson Drive Westbound,"-33.92307,150.97648"
Henry Lawson Drive Westbound,"-33.92276,150.9763"
Henry Lawson Drive Westbound,"-33.92251,150.97617"
Henry Lawson Drive Westbound,"-33.9222,150.97604"
Henry Lawson Drive Westbound,"-33.9218,150.97589"
Henry Lawson Drive Westbound,"-33.92114,150.97567"
Henry Lawson Drive Westbound,"-33.92051,150.97546"
Henry Lawson Drive Westbound,"-33.91977,150.97521"
Henry Lawson Drive Westbound,"-33.91943,150.97511"
Henry Lawson Drive Westbound,"-33.919,150.97498"
Henry Lawson Drive Westbound,"-33.91883,150.97495"
Henry Lawson Drive Westbound,"-33.91859,150.97491"
Henry Lawson Drive Westbound,"-33.91803,150.97489"
Henry Lawson Drive Westbound,"-33.91782,150.9749"
Henry Lawson Drive Westbound,"-33.91749,150.97495"
Henry Lawson Drive Westbound,"-33.9172,150.975"
Henry Lawson Drive Westbound,"-33.91701,150.97503"
Henry Lawson Drive Westbound,"-33.91687,150.97505"
Henry Lawson Drive Westbound,"-33.91675,150.97508"
Henry Lawson Drive Westbound,"-33.91595,150.9752"
Henry Lawson Drive Westbound,"-33.91562,150.97526"
Henry Lawson Drive Westbound,"-33.91511,150.97534"
Henry Lawson Drive Westbound,"-33.91493,150.97538"
Henry Lawson Drive Westbound,"-33.91475,150.97541"
Henry Lawson Drive Westbound,"-33.91436,150.97547"
Henry Lawson Drive Westbound,"-33.91404,150.97553"
Henry Lawson Drive Westbound,"-33.91362,150.9756"
Henry Lawson Drive Westbound,"-33.91345,150.97564"
Henry Lawson Drive Westbound,"-33.91314,150.97566"
Henry Lawson Drive Westbound,"-33.91284,150.97567"
Henry Lawson Drive Westbound,"-33.91229,150.97568"
Henry Lawson Drive Westbound,"-33.91201,150.97569"
Henry Lawson Drive Westbound,"-33.91187,150.97572"
Henry Lawson Drive Westbound,"-33.91173,150.97576"
Henry Lawson Drive Westbound,"-33.91151,150.97585"
Henry Lawson Drive Westbound,"-33.91131,150.97597"
Henry Lawson Drive Westbound,"-33.91112,150.97612"
Henry Lawson Drive Westbound,"-33.91104,150.97621"
Henry Lawson Drive Westbound,"-33.91091,150.97636"
Henry Lawson Drive Westbound,"-33.91088,150.97639"
Henry Lawson Drive Westbound,"-33.91079,150.97652"
Henry Lawson Drive Westbound,"-33.91064,150.9768"
Henry Lawson Drive Westbound,"-33.91054,150.97711"
Henry Lawson Drive Westbound,"-33.91047,150.97743"
Henry Lawson Drive Westbound,"-33.91045,150.97757"
Henry Lawson Drive Westbound,"-33.91043,150.97768"
Henry Lawson Drive Westbound,"-33.91039,150.9779"
Henry Lawson Drive Westbound,"-33.91035,150.97829"
Henry Lawson Drive Westbound,"-33.91029,150.9787"
Henry Lawson Drive Westbound,"-33.91021,150.97925"
Henry Lawson Drive Westbound,"-33.91006,150.97996"
Henry Lawson Drive Westbound,"-33.91001,150.98021"
Henry Lawson Drive Westbound,"-33.90989,150.98053"
Henry Lawson Drive Westbound,"-33.90975,150.98082"
Henry Lawson Drive Westbound,"-33.90963,150.981"
Henry Lawson Drive Westbound,"-33.90944,150.98121"
Henry Lawson Drive Westbound,"-33.90924,150.98138"
Henry Lawson Drive Westbound,"-33.90899,150.98157"
Henry Lawson Drive Westbound,"-33.90893,150.9816"
Henry Lawson Drive Westbound,"-33.90849,150.98175"
Henry Lawson Drive Westbound,"-33.9081,150.98185"
Henry Lawson Drive Westbound,"-33.90796,150.98189"
Henry Lawson Drive Westbound,"-33.90754,150.982"
Henry Lawson Drive Westbound,"-33.90729,150.98204"
Henry Lawson Drive Westbound,"-33.90705,150.98207"
Henry Lawson Drive Westbound,"-33.90695,150.98207"
Henry Lawson Drive Westbound,"-33.90678,150.98205"
Henry Lawson Drive Westbound,"-33.90668,150.98204"
Henry Lawson Drive Westbound,"-33.90647,150.98196"
Henry Lawson Drive Westbound,"-33.90619,150.98185"
Henry Lawson Drive Westbound,"-33.9059,150.98174"
Henry Lawson Drive Westbound,"-33.90528,150.98146"
Henry Lawson Drive Westbound,"-33.90508,150.98136"
Henry Lawson Drive Westbound,"-33.90488,150.98123"
Henry Lawson Drive Westbound,"-33.90465,150.98108"
Henry Lawson Drive Westbound,"-33.90448,150.98095"
Henry Lawson Drive Westbound,"-33.90408,150.98063"
Henry Lawson Drive Westbound,"-33.90381,150.9804"
Henry Lawson Drive Westbound,"-33.90377,150.98037"
Henry Lawson Drive Westbound,"-33.90318,150.97971"
Henry Lawson Drive Westbound,"-33.90291,150.97933"
Henry Lawson Drive Westbound,"-33.90262,150.97888"
Henry Lawson Drive Westbound,"-33.90254,150.97876"
Henry Lawson Drive Westbound,"-33.90253,150.97876"
Henry Lawson Drive Westbound,"-33.9018,150.9776"
Henry Lawson Drive Westbound,"-33.90177,150.97756"
Henry Lawson Drive Westbound,"-33.90151,150.97717"
Henry Lawson Drive Westbound,"-33.90115,150.97668"
Henry Lawson Drive Westbound,"-33.90111,150.97663"
Henry Lawson Drive Westbound,"-33.90097,150.97647"
Henry Lawson Drive Westbound,"-33.89987,150.9754"
Henry Lawson Drive Westbound,"-33.89914,150.97468"
Henry Lawson Drive Westbound,"-33.89857,150.97412"
Henry Lawson Drive Westbound,"-33.89822,150.97379"
Henry Lawson Drive Westbound,"-33.89796,150.97355"
Henry Lawson Drive Westbound,"-33.89784,150.97347"
Henry Lawson Drive Westbound,"-33.89771,150.97337"
Henry Lawson Drive Westbound,"-33.89736,150.97313"
Henry Lawson Drive Westbound,"-33.89689,150.97286"
Henry Lawson Drive Westbound,"-33.89624,150.97249"
Henry Lawson Drive Westbound,"-33.89576,150.97221"
Henry Lawson Drive Westbound,"-33.8957,150.97219"
Henry Lawson Drive Westbound,"-33.8952,150.97191"
Henry Lawson Drive Westbound,"-33.89498,150.97178"
Henry Lawson Drive Westbound,"-33.8936,150.97102"
Henry Lawson Drive Westbound,"-33.89341,150.97091"
Henry Lawson Drive Westbound,"-33.89333,150.97089"
Henry Lawson Drive Westbound,"-33.89303,150.97079"
Henry Lawson Drive Westbound,"-33.89266,150.97075"
Henry Lawson Drive Westbound,"-33.89234,150.97077"
Henry Lawson Drive Westbound,"-33.89194,150.97087"
Henry Lawson Drive Westbound,"-33.89168,150.97098"
Henry Lawson Drive Westbound,"-33.89144,150.97114"
Henry Lawson Drive Westbound,"-33.89134,150.97121"
Henry Lawson Drive Westbound,"-33.89129,150.97125"
Henry Lawson Drive Westbound,"-33.89116,150.97139"
Henry Lawson Drive Westbound,"-33.89088,150.97169"
Henry Lawson Drive Westbound,"-33.89068,150.97194"
Henry Lawson Drive Westbound,"-33.89046,150.97221"
Henry Lawson Drive Westbound,"-33.89028,150.97243"
Henry Lawson Drive Westbound,"-33.89014,150.97261"
Henry Lawson Drive Westbound,"-33.89004,150.97265"
Henry Lawson Drive Westbound,"-33.88985,150.97288"
Henry Lawson Drive Westbound,"-33.88971,150.97299"
Henry Lawson Drive Eastbound,"-33.88973,150.97314"
Henry Lawson Drive Eastbound,"-33.8899,150.97298"
Henry Lawson Drive Eastbound,"-33.89012,150.97274"
Henry Lawson Drive Eastbound,"-33.89014,150.97261"
Henry Lawson Drive Eastbound,"-33.89028,150.97243"
Henry Lawson Drive Eastbound,"-33.89046,150.97221"
Henry Lawson Drive Eastbound,"-33.89068,150.97194"
Henry Lawson Drive Eastbound,"-33.89088,150.97169"
Henry Lawson Drive Eastbound,"-33.89116,150.97139"
Henry Lawson Drive Eastbound,"-33.89129,150.97125"
Henry Lawson Drive Eastbound,"-33.89134,150.97121"
Henry Lawson Drive Eastbound,"-33.89144,150.97114"
Henry Lawson Drive Eastbound,"-33.89168,150.97098"
Henry Lawson Drive Eastbound,"-33.89194,150.97087"
Henry Lawson Drive Eastbound,"-33.89234,150.97077"
Henry Lawson Drive Eastbound,"-33.89266,150.97075"
Henry Lawson Drive Eastbound,"-33.89303,150.97079"
Henry Lawson Drive Eastbound,"-33.89333,150.97089"
Henry Lawson Drive Eastbound,"-33.89341,150.97091"
Henry Lawson Drive Eastbound,"-33.8936,150.97102"
Henry Lawson Drive Eastbound,"-33.89498,150.97178"
Henry Lawson Drive Eastbound,"-33.8952,150.97191"
Henry Lawson Drive Eastbound,"-33.8957,150.97219"
Henry Lawson Drive Eastbound,"-33.89576,150.97221"
Henry Lawson Drive Eastbound,"-33.89624,150.97249"
Henry Lawson Drive Eastbound,"-33.89689,150.97286"
Henry Lawson Drive Eastbound,"-33.89736,150.97313"
Henry Lawson Drive Eastbound,"-33.89771,150.97337"
Henry Lawson Drive Eastbound,"-33.89784,150.97347"
Henry Lawson Drive Eastbound,"-33.89796,150.97355"
Henry Lawson Drive Eastbound,"-33.89822,150.97379"
Henry Lawson Drive Eastbound,"-33.89857,150.97412"
Henry Lawson Drive Eastbound,"-33.89914,150.97468"
Henry Lawson Drive Eastbound,"-33.89987,150.9754"
Henry Lawson Drive Eastbound,"-33.90097,150.97647"
Henry Lawson Drive Eastbound,"-33.90111,150.97663"
Henry Lawson Drive Eastbound,"-33.90115,150.97668"
Henry Lawson Drive Eastbound,"-33.90151,150.97717"
Henry Lawson Drive Eastbound,"-33.90177,150.97756"
Henry Lawson Drive Eastbound,"-33.9018,150.9776"
Henry Lawson Drive Eastbound,"-33.90253,150.97876"
Henry Lawson Drive Eastbound,"-33.90254,150.97876"
Henry Lawson Drive Eastbound,"-33.90262,150.97888"
Henry Lawson Drive Eastbound,"-33.90291,150.97933"
Henry Lawson Drive Eastbound,"-33.90318,150.97971"
Henry Lawson Drive Eastbound,"-33.90377,150.98037"
Henry Lawson Drive Eastbound,"-33.90381,150.9804"
Henry Lawson Drive Eastbound,"-33.90408,150.98063"
Henry Lawson Drive Eastbound,"-33.90448,150.98095"
Henry Lawson Drive Eastbound,"-33.90465,150.98108"
Henry Lawson Drive Eastbound,"-33.90488,150.98123"
Henry Lawson Drive Eastbound,"-33.90508,150.98136"
Henry Lawson Drive Eastbound,"-33.90528,150.98146"
Henry Lawson Drive Eastbound,"-33.9059,150.98174"
Henry Lawson Drive Eastbound,"-33.90619,150.98185"
Henry Lawson Drive Eastbound,"-33.90647,150.98196"
Henry Lawson Drive Eastbound,"-33.90668,150.98204"
Henry Lawson Drive Eastbound,"-33.90678,150.98205"
Henry Lawson Drive Eastbound,"-33.90695,150.98207"
Henry Lawson Drive Eastbound,"-33.90705,150.98207"
Henry Lawson Drive Eastbound,"-33.90729,150.98204"
Henry Lawson Drive Eastbound,"-33.90754,150.982"
Henry Lawson Drive Eastbound,"-33.90796,150.98189"
Henry Lawson Drive Eastbound,"-33.9081,150.98185"
Henry Lawson Drive Eastbound,"-33.90849,150.98175"
Henry Lawson Drive Eastbound,"-33.90893,150.9816"
Henry Lawson Drive Eastbound,"-33.90899,150.98157"
Henry Lawson Drive Eastbound,"-33.90924,150.98138"
Henry Lawson Drive Eastbound,"-33.90944,150.98121"
Henry Lawson Drive Eastbound,"-33.90963,150.981"
Henry Lawson Drive Eastbound,"-33.90975,150.98082"
Henry Lawson Drive Eastbound,"-33.90989,150.98053"
Henry Lawson Drive Eastbound,"-33.91001,150.98021"
Henry Lawson Drive Eastbound,"-33.91006,150.97996"
Henry Lawson Drive Eastbound,"-33.91021,150.97925"
Henry Lawson Drive Eastbound,"-33.91029,150.9787"
Henry Lawson Drive Eastbound,"-33.91035,150.97829"
Henry Lawson Drive Eastbound,"-33.91039,150.9779"
Henry Lawson Drive Eastbound,"-33.91043,150.97768"
Henry Lawson Drive Eastbound,"-33.91045,150.97757"
Henry Lawson Drive Eastbound,"-33.91047,150.97743"
Henry Lawson Drive Eastbound,"-33.91054,150.97711"
Henry Lawson Drive Eastbound,"-33.91064,150.9768"
Henry Lawson Drive Eastbound,"-33.91079,150.97652"
Henry Lawson Drive Eastbound,"-33.91088,150.97639"
Henry Lawson Drive Eastbound,"-33.91091,150.97636"
Henry Lawson Drive Eastbound,"-33.91104,150.97621"
Henry Lawson Drive Eastbound,"-33.91112,150.97612"
Henry Lawson Drive Eastbound,"-33.91131,150.97597"
Henry Lawson Drive Eastbound,"-33.91151,150.97585"
Henry Lawson Drive Eastbound,"-33.91173,150.97576"
Henry Lawson Drive Eastbound,"-33.91187,150.97572"
Henry Lawson Drive Eastbound,"-33.91201,150.97569"
Henry Lawson Drive Eastbound,"-33.91229,150.97568"
Henry Lawson Drive Eastbound,"-33.91284,150.97567"
Henry Lawson Drive Eastbound,"-33.91314,150.97566"
Henry Lawson Drive Eastbound,"-33.91345,150.97564"
Henry Lawson Drive Eastbound,"-33.91362,150.9756"
Henry Lawson Drive Eastbound,"-33.91404,150.97553"
Henry Lawson Drive Eastbound,"-33.91436,150.97547"
Henry Lawson Drive Eastbound,"-33.91475,150.97541"
Henry Lawson Drive Eastbound,"-33.91493,150.97538"
Henry Lawson Drive Eastbound,"-33.91511,150.97534"
Henry Lawson Drive Eastbound,"-33.91562,150.97526"
Henry Lawson Drive Eastbound,"-33.91595,150.9752"
Henry Lawson Drive Eastbound,"-33.91675,150.97508"
Henry Lawson Drive Eastbound,"-33.91687,150.97505"
Henry Lawson Drive Eastbound,"-33.91701,150.97503"
Henry Lawson Drive Eastbound,"-33.9172,150.975"
Henry Lawson Drive Eastbound,"-33.91749,150.97495"
Henry Lawson Drive Eastbound,"-33.91782,150.9749"
Henry Lawson Drive Eastbound,"-33.91803,150.97489"
Henry Lawson Drive Eastbound,"-33.91859,150.97491"
Henry Lawson Drive Eastbound,"-33.91883,150.97495"
Henry Lawson Drive Eastbound,"-33.919,150.97498"
Henry Lawson Drive Eastbound,"-33.91943,150.97511"
Henry Lawson Drive Eastbound,"-33.91977,150.97521"
Henry Lawson Drive Eastbound,"-33.92051,150.97546"
Henry Lawson Drive Eastbound,"-33.92114,150.97567"
Henry Lawson Drive Eastbound,"-33.9218,150.97589"
Henry Lawson Drive Eastbound,"-33.9222,150.97604"
Henry Lawson Drive Eastbound,"-33.92251,150.97617"
Henry Lawson Drive Eastbound,"-33.92276,150.9763"
Henry Lawson Drive Eastbound,"-33.92307,150.97648"
Henry Lawson Drive Eastbound,"-33.92334,150.97666"
Henry Lawson Drive Eastbound,"-33.92514,150.97805"
Henry Lawson Drive Eastbound,"-33.92526,150.97814"
Henry Lawson Drive Eastbound,"-33.92578,150.97855"
Henry Lawson Drive Eastbound,"-33.92597,150.97871"
Henry Lawson Drive Eastbound,"-33.92612,150.97883"
Henry Lawson Drive Eastbound,"-33.92618,150.97893"
Henry Lawson Drive Eastbound,"-33.92697,150.97953"
Henry Lawson Drive Eastbound,"-33.92724,150.97974"
Henry Lawson Drive Eastbound,"-33.92749,150.97994"
Henry Lawson Drive Eastbound,"-33.9278,150.98017"
Henry Lawson Drive Eastbound,"-33.92788,150.98022"
Henry Lawson Drive Eastbound,"-33.92802,150.98031"
Henry Lawson Drive Eastbound,"-33.92814,150.98036"
Henry Lawson Drive Eastbound,"-33.92824,150.98041"
Henry Lawson Drive Eastbound,"-33.92834,150.98044"
Henry Lawson Drive Eastbound,"-33.92857,150.98049"
Henry Lawson Drive Eastbound,"-33.92869,150.9805"
Henry Lawson Drive Eastbound,"-33.9289,150.9805"
Henry Lawson Drive Eastbound,"-33.929,150.98049"
Henry Lawson Drive Eastbound,"-33.92916,150.98049"
Henry Lawson Drive Eastbound,"-33.9294,150.98044"
Henry Lawson Drive Eastbound,"-33.92951,150.9804"
Henry Lawson Drive Eastbound,"-33.92959,150.98037"
Henry Lawson Drive Eastbound,"-33.92968,150.98035"
Henry Lawson Drive Eastbound,"-33.92983,150.98028"
Henry Lawson Drive Eastbound,"-33.93,150.98019"
Henry Lawson Drive Eastbound,"-33.93007,150.98014"
Henry Lawson Drive Eastbound,"-33.93017,150.98006"
Henry Lawson Drive Eastbound,"-33.93019,150.98004"
Henry Lawson Drive Eastbound,"-33.93032,150.97992"
Henry Lawson Drive Eastbound,"-33.9304,150.97984"
Henry Lawson Drive Eastbound,"-33.93046,150.97978"
Henry Lawson Drive Eastbound,"-33.93055,150.97961"
Henry Lawson Drive Eastbound,"-33.93079,150.97935"
Henry Lawson Drive Eastbound,"-33.931,150.97914"
Henry Lawson Drive Eastbound,"-33.9319,150.97826"
Henry Lawson Drive Eastbound,"-33.93296,150.97724"
Henry Lawson Drive Eastbound,"-33.93335,150.97696"
Henry Lawson Drive Eastbound,"-33.93358,150.97685"
Henry Lawson Drive Eastbound,"-33.93383,150.97676"
Henry Lawson Drive Eastbound,"-33.93408,150.97671"
Henry Lawson Drive Eastbound,"-33.93428,150.97669"
Henry Lawson Drive Eastbound,"-33.93467,150.97673"
Henry Lawson Drive Eastbound,"-33.93484,150.97678"
Henry Lawson Drive Eastbound,"-33.93503,150.97688"
Henry Lawson Drive Eastbound,"-33.93527,150.97702"
Henry Lawson Drive Eastbound,"-33.93543,150.97715"
Henry Lawson Drive Eastbound,"-33.93562,150.97732"
Henry Lawson Drive Eastbound,"-33.93578,150.97748"
Henry Lawson Drive Eastbound,"-33.93597,150.97773"
Henry Lawson Drive Eastbound,"-33.93608,150.97792"
Henry Lawson Drive Eastbound,"-33.93621,150.97818"
Henry Lawson Drive Eastbound,"-33.9363,150.97843"
Henry Lawson Drive Eastbound,"-33.93638,150.97875"
Henry Lawson Drive Eastbound,"-33.93656,150.98002"
Henry Lawson Drive Eastbound,"-33.9366,150.98029"
Henry Lawson Drive Eastbound,"-33.93668,150.98085"
Henry Lawson Drive Eastbound,"-33.93676,150.98145"
Henry Lawson Drive Eastbound,"-33.93678,150.98162"
Henry Lawson Drive Eastbound,"-33.93684,150.98194"
Henry Lawson Drive Eastbound,"-33.9369,150.98216"
Henry Lawson Drive Eastbound,"-33.93697,150.98235"
Henry Lawson Drive Eastbound,"-33.93705,150.98252"
Henry Lawson Drive Eastbound,"-33.93715,150.98266"
Henry Lawson Drive Eastbound,"-33.93734,150.98296"
Henry Lawson Drive Eastbound,"-33.93741,150.98305"
Henry Lawson Drive Eastbound,"-33.93748,150.98312"
Henry Lawson Drive Eastbound,"-33.9376,150.98322"
Henry Lawson Drive Eastbound,"-33.93779,150.98336"
Henry Lawson Drive Eastbound,"-33.93803,150.98348"
Henry Lawson Drive Eastbound,"-33.93814,150.98352"
