road,point,hour,traffic_percent,currentSpeed,freeFlowSpeed,num_Vehicles
Cahill Expressway Northbound,"-33.86102,151.20515",09:30,0%,56.0,56.0,1040.0
Cahill Expressway Northbound,"-33.86161,151.21329",09:45,0%,39.0,39.0,1040.0
Cahill Expressway Northbound,"-33.8633,151.21326",09:45,0%,39.0,39.0,1040.0
Cahill Expressway Northbound,"-33.86155,151.21224",09:45,0%,56.0,56.0,1040.0
Cahill Expressway Northbound,"-33.86094,151.20603",09:45,0%,60.0,60.0,1040.0
Cahill Expressway Northbound,"-33.86024,151.20454",09:45,0%,56.0,56.0,1040.0
Cahill Expressway Northbound,"-33.86102,151.20515",09:45,0%,56.0,56.0,1040.0
Elizabeth Drive Eastbound,"-33.86547,150.69865",07:00,0%,17.0,17.0,1189.0
Elizabeth Drive Eastbound,"-33.86461,150.70842",07:00,0%,79.0,79.0,1189.0
Elizabeth Drive Eastbound,"-33.86851,150.71696",07:00,0%,64.0,64.0,1189.0
Elizabeth Drive Eastbound,"-33.87107,150.73361",07:00,0%,76.0,76.0,1189.0
Elizabeth Drive Eastbound,"-33.87338,150.75003",07:00,0%,76.0,76.0,1189.0
Elizabeth Drive Eastbound,"-33.87418,150.75697",07:00,0%,69.0,69.0,1189.0
Elizabeth Drive Eastbound,"-33.87592,150.76988",07:00,0%,78.0,78.0,1189.0
Elizabeth Drive Eastbound,"-33.87935,150.78513",07:00,0%,73.0,73.0,1189.0
Elizabeth Drive Eastbound,"-33.8807,150.79352",07:00,0%,66.0,66.0,1189.0
Elizabeth Drive Eastbound,"-33.88072,150.80624",07:00,0%,70.0,70.0,1189.0
Elizabeth Drive Eastbound,"-33.88042,150.8097",07:00,0%,76.0,76.0,1189.0
Elizabeth Drive Eastbound,"-33.88073,150.81972",07:00,0%,70.0,70.0,1189.0
Elizabeth Drive Eastbound,"-33.87603,150.82784",07:00,0%,64.0,64.0,1189.0
Elizabeth Drive Eastbound,"-33.87476,150.83832",07:00,0%,70.0,70.0,1189.0
Elizabeth Drive Eastbound,"-33.877,150.84343",07:00,42%,22.0,38.0,1189.0
Elizabeth Drive Eastbound,"-33.86547,150.69865",07:15,29%,12.0,17.0,1189.0
Elizabeth Drive Eastbound,"-33.86461,150.70842",07:15,0%,79.0,79.0,1189.0
Elizabeth Drive Eastbound,"-33.86851,150.71696",07:15,39%,39.0,64.0,1189.0
Elizabeth Drive Eastbound,"-33.87107,150.73361",07:15,0%,76.0,76.0,1189.0
Elizabeth Drive Eastbound,"-33.87338,150.75003",07:15,0%,76.0,76.0,1189.0
Elizabeth Drive Eastbound,"-33.87418,150.75697",07:15,0%,69.0,69.0,1189.0
Elizabeth Drive Eastbound,"-33.87592,150.76988",07:15,0%,78.0,78.0,1189.0
Elizabeth Drive Eastbound,"-33.87935,150.78513",07:15,0%,73.0,73.0,1189.0
Elizabeth Drive Eastbound,"-33.8807,150.79352",07:15,0%,66.0,66.0,1189.0
Elizabeth Drive Eastbound,"-33.88072,150.80624",07:15,0%,70.0,70.0,1189.0
Elizabeth Drive Eastbound,"-33.88042,150.8097",07:15,0%,76.0,76.0,1189.0
Elizabeth Drive Eastbound,"-33.88073,150.81972",07:15,0%,70.0,70.0,1189.0
Elizabeth Drive Eastbound,"-33.87603,150.82784",07:15,0%,64.0,64.0,1189.0
Elizabeth Drive Eastbound,"-33.87476,150.83832",07:15,0%,70.0,70.0,1189.0
Elizabeth Drive Eastbound,"-33.877,150.84343",07:15,0%,38.0,38.0,1189.0
Elizabeth Drive Eastbound,"-33.86547,150.69865",07:30,0%,17.0,17.0,1189.0
Elizabeth Drive Eastbound,"-33.86461,150.70842",07:30,0%,79.0,79.0,1189.0
Elizabeth Drive Eastbound,"-33.86851,150.71696",07:30,0%,64.0,64.0,1189.0
Elizabeth Drive Eastbound,"-33.87107,150.73361",07:30,0%,76.0,76.0,1189.0
Elizabeth Drive Eastbound,"-33.87338,150.75003",07:30,0%,76.0,76.0,1189.0
Elizabeth Drive Eastbound,"-33.87418,150.75697",07:30,0%,69.0,69.0,1189.0
Elizabeth Drive Eastbound,"-33.87592,150.76988",07:30,0%,77.0,77.0,1189.0
Elizabeth Drive Eastbound,"-33.87935,150.78513",07:30,0%,73.0,73.0,1189.0
Elizabeth Drive Eastbound,"-33.8807,150.79352",07:30,0%,66.0,66.0,1189.0
Elizabeth Drive Eastbound,"-33.88072,150.80624",07:30,0%,70.0,70.0,1189.0
Elizabeth Drive Eastbound,"-33.88042,150.8097",07:30,0%,76.0,76.0,1189.0
Elizabeth Drive Eastbound,"-33.88073,150.81972",07:30,0%,70.0,70.0,1189.0
Elizabeth Drive Eastbound,"-33.87603,150.82784",07:30,22%,49.0,63.0,1189.0
Elizabeth Drive Eastbound,"-33.87476,150.83832",07:30,0%,71.0,71.0,1189.0
Elizabeth Drive Eastbound,"-33.877,150.84343",07:30,40%,22.0,37.0,1189.0
Elizabeth Drive Eastbound,"-33.86547,150.69865",07:45,0%,17.0,17.0,1189.0
Elizabeth Drive Eastbound,"-33.86461,150.70842",07:45,0%,79.0,79.0,1189.0
Elizabeth Drive Eastbound,"-33.86851,150.71696",07:45,30%,45.0,65.0,1189.0
Elizabeth Drive Eastbound,"-33.87107,150.73361",07:45,0%,76.0,76.0,1189.0
Elizabeth Drive Eastbound,"-33.87338,150.75003",07:45,0%,76.0,76.0,1189.0
Elizabeth Drive Eastbound,"-33.87418,150.75697",07:45,0%,69.0,69.0,1189.0
Elizabeth Drive Eastbound,"-33.87592,150.76988",07:45,0%,78.0,78.0,1189.0
Elizabeth Drive Eastbound,"-33.87935,150.78513",07:45,0%,73.0,73.0,1189.0
Elizabeth Drive Eastbound,"-33.8807,150.79352",07:45,53%,30.0,65.0,1189.0
Elizabeth Drive Eastbound,"-33.88072,150.80624",07:45,0%,70.0,70.0,1189.0
Elizabeth Drive Eastbound,"-33.88042,150.8097",07:45,0%,76.0,76.0,1189.0
Elizabeth Drive Eastbound,"-33.88073,150.81972",07:45,0%,70.0,70.0,1189.0
Elizabeth Drive Eastbound,"-33.87603,150.82784",07:45,22%,49.0,63.0,1189.0
Elizabeth Drive Eastbound,"-33.87476,150.83832",07:45,0%,71.0,71.0,1189.0
Elizabeth Drive Eastbound,"-33.877,150.84343",07:45,24%,28.0,37.0,1189.0
Elizabeth Drive Eastbound,"-33.86547,150.69865",08:00,0%,17.0,17.0,1315.0
Elizabeth Drive Eastbound,"-33.86461,150.70842",08:00,0%,79.0,79.0,1315.0
Elizabeth Drive Eastbound,"-33.86851,150.71696",08:00,26%,48.0,65.0,1315.0
Elizabeth Drive Eastbound,"-33.87107,150.73361",08:00,0%,76.0,76.0,1315.0
Elizabeth Drive Eastbound,"-33.87338,150.75003",08:00,0%,76.0,76.0,1315.0
Elizabeth Drive Eastbound,"-33.87418,150.75697",08:00,0%,69.0,69.0,1315.0
Elizabeth Drive Eastbound,"-33.87592,150.76988",08:00,0%,78.0,78.0,1315.0
Elizabeth Drive Eastbound,"-33.87935,150.78513",08:00,0%,73.0,73.0,1315.0
Elizabeth Drive Eastbound,"-33.8807,150.79352",08:00,24%,50.0,66.0,1315.0
Elizabeth Drive Eastbound,"-33.88072,150.80624",08:00,0%,70.0,70.0,1315.0
Elizabeth Drive Eastbound,"-33.88042,150.8097",08:00,0%,76.0,76.0,1315.0
Elizabeth Drive Eastbound,"-33.88073,150.81972",08:00,0%,70.0,70.0,1315.0
Elizabeth Drive Eastbound,"-33.87603,150.82784",08:00,29%,45.0,64.0,1315.0
Elizabeth Drive Eastbound,"-33.87476,150.83832",08:00,0%,71.0,71.0,1315.0
Elizabeth Drive Eastbound,"-33.877,150.84343",08:00,0%,38.0,38.0,1315.0
Elizabeth Drive Eastbound,"-33.86547,150.69865",08:15,35%,11.0,17.0,1315.0
Elizabeth Drive Eastbound,"-33.86461,150.70842",08:15,0%,79.0,79.0,1315.0
Elizabeth Drive Eastbound,"-33.86851,150.71696",08:15,26%,48.0,65.0,1315.0
Elizabeth Drive Eastbound,"-33.87107,150.73361",08:15,0%,76.0,76.0,1315.0
Elizabeth Drive Eastbound,"-33.87338,150.75003",08:15,0%,76.0,76.0,1315.0
Elizabeth Drive Eastbound,"-33.87418,150.75697",08:15,0%,69.0,69.0,1315.0
Elizabeth Drive Eastbound,"-33.87592,150.76988",08:15,0%,78.0,78.0,1315.0
Elizabeth Drive Eastbound,"-33.87935,150.78513",08:15,0%,73.0,73.0,1315.0
Elizabeth Drive Eastbound,"-33.8807,150.79352",08:15,24%,49.0,65.0,1315.0
Elizabeth Drive Eastbound,"-33.88072,150.80624",08:15,0%,69.0,69.0,1315.0
Elizabeth Drive Eastbound,"-33.88042,150.8097",08:15,26%,56.0,76.0,1315.0
Elizabeth Drive Eastbound,"-33.88073,150.81972",08:15,0%,70.0,70.0,1315.0
Elizabeth Drive Eastbound,"-33.87603,150.82784",08:15,61%,25.0,65.0,1315.0
Elizabeth Drive Eastbound,"-33.87476,150.83832",08:15,0%,70.0,70.0,1315.0
Elizabeth Drive Eastbound,"-33.877,150.84343",08:15,0%,37.0,37.0,1315.0
Elizabeth Drive Eastbound,"-33.86547,150.69865",08:30,33%,12.0,18.0,1315.0
Elizabeth Drive Eastbound,"-33.86461,150.70842",08:30,0%,79.0,79.0,1315.0
Elizabeth Drive Eastbound,"-33.86851,150.71696",08:30,29%,45.0,64.0,1315.0
Elizabeth Drive Eastbound,"-33.87107,150.73361",08:30,0%,76.0,76.0,1315.0
Elizabeth Drive Eastbound,"-33.87338,150.75003",08:30,0%,76.0,76.0,1315.0
Elizabeth Drive Eastbound,"-33.87418,150.75697",08:30,0%,69.0,69.0,1315.0
Elizabeth Drive Eastbound,"-33.87592,150.76988",08:30,0%,78.0,78.0,1315.0
Elizabeth Drive Eastbound,"-33.87935,150.78513",08:30,0%,73.0,73.0,1315.0
Elizabeth Drive Eastbound,"-33.8807,150.79352",08:30,0%,66.0,66.0,1315.0
Elizabeth Drive Eastbound,"-33.88072,150.80624",08:30,0%,69.0,69.0,1315.0
Elizabeth Drive Eastbound,"-33.88042,150.8097",08:30,0%,76.0,76.0,1315.0
Elizabeth Drive Eastbound,"-33.88073,150.81972",08:30,0%,70.0,70.0,1315.0
Elizabeth Drive Eastbound,"-33.87603,150.82784",08:30,49%,32.0,63.0,1315.0
Elizabeth Drive Eastbound,"-33.87476,150.83832",08:30,19%,57.0,71.0,1315.0
Elizabeth Drive Eastbound,"-33.877,150.84343",08:30,0%,37.0,37.0,1315.0
Elizabeth Drive Eastbound,"-33.86547,150.69865",08:45,50%,9.0,18.0,1315.0
Elizabeth Drive Eastbound,"-33.86461,150.70842",08:45,0%,79.0,79.0,1315.0
Elizabeth Drive Eastbound,"-33.86851,150.71696",08:45,0%,64.0,64.0,1315.0
Elizabeth Drive Eastbound,"-33.87107,150.73361",08:45,0%,76.0,76.0,1315.0
Elizabeth Drive Eastbound,"-33.87338,150.75003",08:45,0%,76.0,76.0,1315.0
Elizabeth Drive Eastbound,"-33.87418,150.75697",08:45,0%,69.0,69.0,1315.0
Elizabeth Drive Eastbound,"-33.87592,150.76988",08:45,0%,78.0,78.0,1315.0
Elizabeth Drive Eastbound,"-33.87935,150.78513",08:45,0%,73.0,73.0,1315.0
Elizabeth Drive Eastbound,"-33.8807,150.79352",08:45,0%,66.0,66.0,1315.0
Elizabeth Drive Eastbound,"-33.88072,150.80624",08:45,0%,69.0,69.0,1315.0
Elizabeth Drive Eastbound,"-33.88042,150.8097",08:45,0%,76.0,76.0,1315.0
Elizabeth Drive Eastbound,"-33.88073,150.81972",08:45,0%,70.0,70.0,1315.0
Elizabeth Drive Eastbound,"-33.87603,150.82784",08:45,20%,50.0,63.0,1315.0
Elizabeth Drive Eastbound,"-33.87476,150.83832",08:45,0%,70.0,70.0,1315.0
Elizabeth Drive Eastbound,"-33.877,150.84343",08:45,51%,18.0,37.0,1315.0
Elizabeth Drive Eastbound,"-33.86547,150.69865",09:00,29%,12.0,17.0,816.0
Elizabeth Drive Eastbound,"-33.86461,150.70842",09:00,0%,79.0,79.0,816.0
Elizabeth Drive Eastbound,"-33.86851,150.71696",09:00,24%,49.0,65.0,816.0
Elizabeth Drive Eastbound,"-33.87107,150.73361",09:00,0%,76.0,76.0,816.0
Elizabeth Drive Eastbound,"-33.87338,150.75003",09:00,0%,76.0,76.0,816.0
Elizabeth Drive Eastbound,"-33.87418,150.75697",09:00,0%,69.0,69.0,816.0
Elizabeth Drive Eastbound,"-33.87592,150.76988",09:00,0%,78.0,78.0,816.0
Elizabeth Drive Eastbound,"-33.87935,150.78513",09:00,0%,73.0,73.0,816.0
Elizabeth Drive Eastbound,"-33.8807,150.79352",09:00,0%,66.0,66.0,816.0
Elizabeth Drive Eastbound,"-33.88072,150.80624",09:00,0%,69.0,69.0,816.0
Elizabeth Drive Eastbound,"-33.88042,150.8097",09:00,0%,76.0,76.0,816.0
Elizabeth Drive Eastbound,"-33.88073,150.81972",09:00,0%,70.0,70.0,816.0
Elizabeth Drive Eastbound,"-33.87603,150.82784",09:00,0%,63.0,63.0,816.0
Elizabeth Drive Eastbound,"-33.87476,150.83832",09:00,0%,70.0,70.0,816.0
Elizabeth Drive Eastbound,"-33.877,150.84343",09:00,31%,26.0,38.0,816.0
Elizabeth Drive Eastbound,"-33.86547,150.69865",09:15,33%,12.0,18.0,816.0
Elizabeth Drive Eastbound,"-33.86461,150.70842",09:15,0%,79.0,79.0,816.0
Elizabeth Drive Eastbound,"-33.86851,150.71696",09:15,0%,65.0,65.0,816.0
Elizabeth Drive Eastbound,"-33.87107,150.73361",09:15,0%,76.0,76.0,816.0
Elizabeth Drive Eastbound,"-33.87338,150.75003",09:15,0%,76.0,76.0,816.0
Elizabeth Drive Eastbound,"-33.87418,150.75697",09:15,0%,69.0,69.0,816.0
Elizabeth Drive Eastbound,"-33.87592,150.76988",09:15,0%,78.0,78.0,816.0
Elizabeth Drive Eastbound,"-33.87935,150.78513",09:15,0%,73.0,73.0,816.0
Elizabeth Drive Eastbound,"-33.8807,150.79352",09:15,0%,66.0,66.0,816.0
Elizabeth Drive Eastbound,"-33.88072,150.80624",09:15,0%,69.0,69.0,816.0
Elizabeth Drive Eastbound,"-33.88042,150.8097",09:15,0%,76.0,76.0,816.0
Elizabeth Drive Eastbound,"-33.88073,150.81972",09:15,0%,70.0,70.0,816.0
Elizabeth Drive Eastbound,"-33.87603,150.82784",09:15,0%,64.0,64.0,816.0
Elizabeth Drive Eastbound,"-33.87476,150.83832",09:15,0%,70.0,70.0,816.0
Elizabeth Drive Eastbound,"-33.877,150.84343",09:15,39%,23.0,38.0,816.0
Elizabeth Drive Eastbound,"-33.86547,150.69865",09:30,22%,14.0,18.0,816.0
Elizabeth Drive Eastbound,"-33.86461,150.70842",09:30,0%,79.0,79.0,816.0
Elizabeth Drive Eastbound,"-33.86851,150.71696",09:30,43%,37.0,65.0,816.0
Elizabeth Drive Eastbound,"-33.87107,150.73361",09:30,19%,61.0,76.0,816.0
Elizabeth Drive Eastbound,"-33.87338,150.75003",09:30,0%,76.0,76.0,816.0
Elizabeth Drive Eastbound,"-33.87418,150.75697",09:30,0%,69.0,69.0,816.0
Elizabeth Drive Eastbound,"-33.87592,150.76988",09:30,0%,78.0,78.0,816.0
Elizabeth Drive Eastbound,"-33.87935,150.78513",09:30,0%,73.0,73.0,816.0
Elizabeth Drive Eastbound,"-33.8807,150.79352",09:30,0%,66.0,66.0,816.0
Elizabeth Drive Eastbound,"-33.88072,150.80624",09:30,0%,69.0,69.0,816.0
Elizabeth Drive Eastbound,"-33.88042,150.8097",09:30,0%,76.0,76.0,816.0
Elizabeth Drive Eastbound,"-33.88073,150.81972",09:30,0%,70.0,70.0,816.0
Elizabeth Drive Eastbound,"-33.87603,150.82784",09:30,31%,44.0,64.0,816.0
Elizabeth Drive Eastbound,"-33.87476,150.83832",09:30,0%,70.0,70.0,816.0
Elizabeth Drive Eastbound,"-33.877,150.84343",09:30,36%,24.0,38.0,816.0
Elizabeth Drive Eastbound,"-33.86547,150.69865",09:45,33%,12.0,18.0,816.0
Elizabeth Drive Eastbound,"-33.86461,150.70842",09:45,50%,39.0,78.0,816.0
Elizabeth Drive Eastbound,"-33.86851,150.71696",09:45,0%,64.0,64.0,816.0
Elizabeth Drive Eastbound,"-33.87107,150.73361",09:45,0%,75.0,75.0,816.0
Elizabeth Drive Eastbound,"-33.87338,150.75003",09:45,0%,76.0,76.0,816.0
Elizabeth Drive Eastbound,"-33.87418,150.75697",09:45,0%,69.0,69.0,816.0
Elizabeth Drive Eastbound,"-33.87592,150.76988",09:45,0%,78.0,78.0,816.0
Elizabeth Drive Eastbound,"-33.87935,150.78513",09:45,0%,73.0,73.0,816.0
Elizabeth Drive Eastbound,"-33.8807,150.79352",09:45,0%,66.0,66.0,816.0
Elizabeth Drive Eastbound,"-33.88072,150.80624",09:45,0%,69.0,69.0,816.0
Elizabeth Drive Eastbound,"-33.88042,150.8097",09:45,0%,76.0,76.0,816.0
Elizabeth Drive Eastbound,"-33.88073,150.81972",09:45,0%,70.0,70.0,816.0
Elizabeth Drive Eastbound,"-33.87603,150.82784",09:45,0%,64.0,64.0,816.0
Elizabeth Drive Eastbound,"-33.87476,150.83832",09:45,0%,70.0,70.0,816.0
Elizabeth Drive Eastbound,"-33.877,150.84343",09:45,50%,19.0,38.0,816.0
Elizabeth Drive Westbound,"-33.87716,150.84332",07:00,28%,18.0,25.0,1335.0
Elizabeth Drive Westbound,"-33.87476,150.83832",07:00,0%,70.0,70.0,1335.0
Elizabeth Drive Westbound,"-33.87603,150.82784",07:00,0%,64.0,64.0,1335.0
Elizabeth Drive Westbound,"-33.88073,150.81972",07:00,0%,70.0,70.0,1335.0
Elizabeth Drive Westbound,"-33.88042,150.8097",07:00,0%,76.0,76.0,1335.0
Elizabeth Drive Westbound,"-33.88076,150.80432",07:00,0%,70.0,70.0,1335.0
Elizabeth Drive Westbound,"-33.88049,150.79247",07:00,0%,59.0,59.0,1335.0
Elizabeth Drive Westbound,"-33.87824,150.78295",07:00,0%,71.0,71.0,1335.0
Elizabeth Drive Westbound,"-33.87576,150.76878",07:00,0%,76.0,76.0,1335.0
Elizabeth Drive Westbound,"-33.87385,150.75439",07:00,0%,69.0,69.0,1335.0
Elizabeth Drive Westbound,"-33.87348,150.74997",07:00,0%,69.0,69.0,1335.0
Elizabeth Drive Westbound,"-33.87092,150.73242",07:00,0%,76.0,76.0,1335.0
Elizabeth Drive Westbound,"-33.86831,150.71664",07:00,0%,70.0,70.0,1335.0
Elizabeth Drive Westbound,"-33.86463,150.70826",07:00,0%,74.0,74.0,1335.0
Elizabeth Drive Westbound,"-33.87716,150.84332",07:15,30%,18.0,26.0,1335.0
Elizabeth Drive Westbound,"-33.87476,150.83832",07:15,0%,70.0,70.0,1335.0
Elizabeth Drive Westbound,"-33.87603,150.82784",07:15,0%,64.0,64.0,1335.0
Elizabeth Drive Westbound,"-33.88073,150.81972",07:15,0%,70.0,70.0,1335.0
Elizabeth Drive Westbound,"-33.88042,150.8097",07:15,0%,76.0,76.0,1335.0
Elizabeth Drive Westbound,"-33.88076,150.80432",07:15,0%,70.0,70.0,1335.0
Elizabeth Drive Westbound,"-33.88049,150.79247",07:15,0%,59.0,59.0,1335.0
Elizabeth Drive Westbound,"-33.87824,150.78295",07:15,0%,71.0,71.0,1335.0
Elizabeth Drive Westbound,"-33.87576,150.76878",07:15,0%,76.0,76.0,1335.0
Elizabeth Drive Westbound,"-33.87385,150.75439",07:15,0%,69.0,69.0,1335.0
Elizabeth Drive Westbound,"-33.87348,150.74997",07:15,0%,69.0,69.0,1335.0
Elizabeth Drive Westbound,"-33.87092,150.73242",07:15,0%,76.0,76.0,1335.0
Elizabeth Drive Westbound,"-33.86831,150.71664",07:15,0%,70.0,70.0,1335.0
Elizabeth Drive Westbound,"-33.86463,150.70826",07:15,0%,74.0,74.0,1335.0
Elizabeth Drive Westbound,"-33.87716,150.84332",07:30,0%,26.0,26.0,1335.0
Elizabeth Drive Westbound,"-33.87476,150.83832",07:30,0%,71.0,71.0,1335.0
Elizabeth Drive Westbound,"-33.87603,150.82784",07:30,22%,49.0,63.0,1335.0
Elizabeth Drive Westbound,"-33.88073,150.81972",07:30,0%,70.0,70.0,1335.0
Elizabeth Drive Westbound,"-33.88042,150.8097",07:30,0%,76.0,76.0,1335.0
Elizabeth Drive Westbound,"-33.88076,150.80432",07:30,0%,70.0,70.0,1335.0
Elizabeth Drive Westbound,"-33.88049,150.79247",07:30,0%,59.0,59.0,1335.0
Elizabeth Drive Westbound,"-33.87824,150.78295",07:30,0%,71.0,71.0,1335.0
Elizabeth Drive Westbound,"-33.87576,150.76878",07:30,0%,76.0,76.0,1335.0
Elizabeth Drive Westbound,"-33.87385,150.75439",07:30,0%,69.0,69.0,1335.0
Elizabeth Drive Westbound,"-33.87348,150.74997",07:30,0%,69.0,69.0,1335.0
Elizabeth Drive Westbound,"-33.87092,150.73242",07:30,0%,76.0,76.0,1335.0
Elizabeth Drive Westbound,"-33.86831,150.71664",07:30,0%,71.0,71.0,1335.0
Elizabeth Drive Westbound,"-33.86463,150.70826",07:30,0%,74.0,74.0,1335.0
Elizabeth Drive Westbound,"-33.87716,150.84332",07:45,0%,26.0,26.0,1335.0
Elizabeth Drive Westbound,"-33.87476,150.83832",07:45,0%,71.0,71.0,1335.0
Elizabeth Drive Westbound,"-33.87603,150.82784",07:45,0%,64.0,64.0,1335.0
Elizabeth Drive Westbound,"-33.88073,150.81972",07:45,0%,70.0,70.0,1335.0
Elizabeth Drive Westbound,"-33.88042,150.8097",07:45,0%,76.0,76.0,1335.0
Elizabeth Drive Westbound,"-33.88076,150.80432",07:45,0%,70.0,70.0,1335.0
Elizabeth Drive Westbound,"-33.88049,150.79247",07:45,61%,23.0,60.0,1335.0
