the_geom,station_id,full_name,name,road_name,common_road_name,secondary_name,suburb,post_code,lga,rms_region,distance_to_intersection,intersection,road_number,link_number,mab_identifier,device_type,permanent_station,vehicle_classifier,road_on_type,road_classification_type,road_classification_admin,wgs84_latitude,wgs84_longitude
0101000020E6100000BB253960D77E624062F4DC4257E241C0,95195,"Wagga Road, North of Mannus Lookout Road",Wagga Road,Wagga Road,Wagga Road,North of Mannus Lookout Road,Tumbarumba,2653,Tumbarumba,South West,980,Mannus Lookout Road,0000284,0010,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,State,-35.768288,147.963791
0101000020E610000020D5B0DF936362402F4D11E0F48841C0,95202,"Mundowy Lane, North of Sturt Highway",Mundowy Lane,Mundowy Lane,Mundowy Lane,North of Sturt Highway,Collingullie,2650,Wagga Wagga,South West,1040,Sturt Highway,0000543,0100,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Lane,Regional,-35.069973,147.111801
0101000020E61000008FDE701FB9616240DE5A26C3F18E41C0,95204,"Lockhart Road, West of Andrews Road",Lockhart Road,Lockhart Road,Lockhart Road,West of Andrews Road,Belfrayden,2650,Wagga Wagga,South West,40,Andrews Road,0000059,0020,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-35.116753,147.053848
0101000020E6100000962023A0C25662401D1D5723BB9C41C0,95208,"Urana Street, North of Brookong Street",Urana Street,Urana Street,Urana Street,North of Brookong Street,Lockhart,2656,Lockhart,South West,20,Brookong Street,-10,-10,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Street,Local,-35.224461,146.711258
0101000020E6100000A8AAD040AC48624026E4839ECDAA41C0,95211,"Brookong Creek Road, East of Federation Way",Brookong Creek Road,Brookong Creek Road,Urana Lockhart Road,East of Federation Way,Urana,2645,Urana,South West,100,Federation Way,0000059,0110,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-35.334400,146.271027
0101000020E6100000EC8497E0D44862401899805F23A941C0,95212,"Federation Way, East of Linsley Street",Federation Way,Federation Way,Urana-Morundah Road,East of Linsley Street,Urana,2645,Urana,South West,260,Linsley Street,0000385,0030,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Road,Regional,-35.321392,146.275986
0101000020E610000043E6CAA0DA486240D9092FC1A9AD41C0,95214,"Federation Way, South of Mahonga Road",Federation Way,Federation Way,Lowesdale-Urana Road,South of Mahonga Road,Urana,2645,Urana,South West,880,Mahonga Road,0000131,0060,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-35.356743,146.276688
0101000020E6100000C767B27F1E626240D5CDC5DFF6D840C0,95224,"Lake Road, North of West Wyalong Condobolin Road",Lake Road,Lake Road,Lake Road,North of West Wyalong Condobolin Road,Girral,2669,Bland,South West,1090,West Wyalong Condobolin Road,0000231,0010,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-33.695034,147.066223
0101000020E61000000C3F389F3A5D6240E0F42EDE8F2D41C0,95227,"Newell Highway, East of Bygoo Street",Newell Highway,Newell Highway,Newell Highway,East of Bygoo Street,Ardlethan,2665,Coolamon,South West,640,Bygoo Street,0000017,2370,B94,Trafficorder Dual Tube Classifier,0,1,OnBridge,Highway,State,-34.355953,146.913406
0101000020E6100000AB984A3F615C6240F8A8BF5E613541C0,95231,"Ardlethan Road, North of Uley Lane",Ardlethan Road,Ardlethan Road,Ardlethan Road,North of Uley Lane,Ardlethan,2665,Coolamon,South West,670,Uley Lane,0000240,0090,NULL,Trafficorder Dual Tube Classifier,0,1,OnGround,Road,Regional,-34.417034,146.886871
0101000020E6100000FCDEA63F7B5962407D24253D0C5F41C0,95233,"Canola Way, East of Pethers Road",Canola Way,Canola Way,Canola Way,East of Pethers Road,Grong Grong,2652,Narrandera,South West,170,Pethers Road,0000243,0400,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Way,Local,-34.742561,146.796295
0101000020E6100000D6C4025FD14B62407AABAE43354541C0,95240,"Irrigation Way, North of Cantrill Road",Irrigation Way,Irrigation Way,Irrigation Way,North of Cantrill Road,Leeton,2705,Leeton,South West,20,Cantrill Road,0000080,0110,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Way,State,-34.540688,146.369308
0101000020E6100000F9BD4D7FF645624089B48D3F514141C0,95242,"Whitton Darlington Point Road, North of Binyah Street",Whitton Darlington Point Road,Whitton Darlington Point Road,Binyah Street,North of Binyah Street,Whitton,2705,Leeton,South West,30,Binyah Street,0000539,0010,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Street,Regional,-34.510292,146.186340
0101000020E61000005858703FE046624069E21DE0492D41C0,95244,"Irrigation Way, South of Whitton Stock Route Road",Irrigation Way,Irrigation Way,Irrigation Way,South of Whitton Stock Route Road,Widgelli,2680,Griffith,South West,1330,Whitton Stock Route Road,0000080,0140,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Way,State,-34.353817,146.214874
0101000020E6100000D3D9C9E0A8446240A0A4C002982A41C0,95246,"Irrigation Way, East of Widgelli Settlers Road",Irrigation Way,Irrigation Way,Irrigation Way,East of Widgelli Settlers Road,Widgelli,2680,Griffith,South West,1300,Widgelli Settlers Road,0000080,0150,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Way,State,-34.332764,146.145615
0101000020E6100000CEA623801B426240B2D47ABFD12441C0,95254,"Wakaden Street, East of Blumer Avenue",Wakaden Street,Wakaden Street,Rankins Springs Road,East of Blumer Avenue,Griffith,2680,Griffith,South West,100,Blumer Avenue,0000321,0220,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Road,Regional,-34.287651,146.065857
0101000020E610000043E6CAA05A3B62409B745B22170E41C0,95255,"Kidman Way, East of Tysons Road",Kidman Way,Kidman Way,Kidman Way,East of Tysons Road,Tabbita,2652,Carrathool,South West,680,Tysons Road,0000080,0250,B87,Trafficorder Tube Axlepair Counter,0,1,OnGround,Way,State,-34.110081,145.854813
0101000020E61000000742B280097A6240BC581822A72741C0,95269,"Milvale Road, North of Grogan Road",Milvale Road,Milvale Road,Milvale Road,North of Grogan Road,Milvale,2594,Young,South West,270,Grogan Road,0000241,0340,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-34.309788,147.813660
0101000020E610000089CF9D607F706240E76F4221029641C0,95271,"Tumbarumba Road, South of Sturt Highway",Tumbarumba Road,Tumbarumba Road,Tumbarumba Road,South of Sturt Highway,Alfredtown,2650,Wagga Wagga,South West,1190,Sturt Highway,0000384,0140,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-35.171940,147.515549
0101000020E6100000BB287AE0E35562404C55DAE21AF140C0,95281,"Mid Western Highway, East of Lewes Road",Mid Western Highway,Mid Western Highway,Mid Western Highway,East of Lewes Road,Weethalle,2669,Bland,South West,2440,Lewes Road,0000006,0690,B64,Trafficorder Tube Axlepair Counter,0,1,OnGround,Highway,State,-33.883633,146.684067
0101000020E6100000F299EC9FA765624032923D42CDF640C0,95289,"Tallimba Road, North of Newell Highway",Tallimba Road,Tallimba Road,Tallimba Road,North of Newell Highway,West Wyalong,2671,Bland,South West,270,Newell Highway,-10,-10,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Local,-33.928139,147.176712
0101000020E61000002D3E05C0785C62408675E3DD912D41C0,95299,"Burley Griffin Way, West of Kamarah Tank Road",Burley Griffin Way,Burley Griffin Way,Burley Griffin Way,West of Kamarah Tank Road,Ardlethan,2665,Coolamon,South West,310,Kamarah Tank Road,0000084,0290,B94,Trafficorder Dual Tube Classifier,0,1,OnGround,Way,State,-34.356014,146.889740
0101000020E61000000A4B3CA06C686240419E5DBEF57141C0,95301,"Coolamon Road, North of Parmenters Lane",Coolamon Road,Coolamon Road,Coolamon Road,North of Parmenters Lane,Coolamon,2701,Coolamon,South West,960,Parmenters Lane,0000240,0030,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-34.890312,147.263260
0101000020E6100000E73922DFA5516240A12C7C7DAD2341C0,95302,"Burley Griffin Way, West of Mannings Road",Burley Griffin Way,Burley Griffin Way,Burley Griffin Way,West of Mannings Road,Barellan,2665,Narrandera,South West,40,Mannings Road,0000084,0320,B94,Trafficorder Tube Axlepair Counter,0,1,OnGround,Way,State,-34.278732,146.551498
0101000020E610000031410DDFC27A6240EA060ABC937D41C0,95306,"Gundagai Road, West of Nangus Road",Gundagai Road,Gundagai Road,Gundagai Road,West of Nangus Road,Eurongilly,2663,Junee,South West,30,Nangus Road,0000243,0070,NULL,Trafficorder Tube Axlepair Counter,0,1,OnBridge,Road,Regional,-34.981071,147.836288
0101000020E610000090DB2F9FAC4F62405B43A9BD885841C0,95308,"Irrigation Way, West of Paynters Siding Road",Irrigation Way,Irrigation Way,Irrigation Way,West of Paynters Siding Road,Cudgel,2700,Leeton,South West,3200,Paynters Siding Road,0000080,0030,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Way,State,-34.691673,146.489822
0101000020E6100000CC7C073F714362403674B33F501041C0,95309,"Rankins Springs Road, North of Quarry Road",Rankins Springs Road,Rankins Springs Road,Rankins Springs Road,North of Quarry Road,Myall Park,2681,Carrathool,South West,1680,Quarry Road,0000321,0260,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-34.127449,146.107574
0101000020E6100000F1811DFF85406240DE7536E49F3B41C0,95317,"Kidman Way, North of Cush Crescent",Kidman Way,Kidman Way,Kidman Way,North of Cush Crescent,Willbriggie,2680,Griffith,South West,50,Cush Crescent,0000321,0130,B87,Trafficorder Tube Axlepair Counter,0,1,OnGround,Way,State,-34.465817,146.016357
0101000020E61000000745F3001658624068CD8FBFB48041C0,95326,"Lockhart Road, North of Kingston Road",Lockhart Road,Lockhart Road,Howlong-Kywong Road,North of Kingston Road,Galore,2650,Narrandera,South West,670,Kingston Road,0000370,0220,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-35.005516,146.752686
0101000020E61000005A677C5FDC4762408CBAD6DEA7AA41C0,95335,"Cocketgedong Road, West of Brougong Street",Cocketgedong Road,Cocketgedong Road,Collingullie-Jerilderie Road,West of Brougong Street,Urana,2645,Urana,South West,1700,Brougong Street,0000059,0150,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-35.333248,146.245651
0101000020E6100000C158DFC06455624020CF2EDFFA9E41C0,95336,"Urana-Lockhart Road, West of Forest Road",Urana-Lockhart Road,Urana-Lockhart Road,Urana Lockhart Road,West of Forest Road,Lockhart,2656,Lockhart,South West,580,Forest Road,0000059,0095,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-35.242031,146.668549
0101000020E610000048E00F3F7F566240F1F62004E4C741C0,95338,"Munyaplah Boundary Road, East of Lockhart Road",Munyaplah Boundary Road,Munyaplah Boundary Road,Howlong-Kywong Road,East of Lockhart Road,Walbundrie,2642,Greater Hume,South West,0,Lockhart Road,0000370,0120,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-35.561646,146.703033
0101000020E6100000910BCEE06F3F6240855D143DF0DB41C0,95349,"Riverina Highway, North of Warmata Road",Riverina Highway,Riverina Highway,Riverina Highway,North of Warmata Road,Savernake,2646,Berrigan,South West,850,Warmata Road,0000020,1220,B58,Trafficorder Tube Axlepair Counter,0,1,OnGround,Highway,State,-35.718269,145.982407
0101000020E6100000C34659BF194062401C9947FE600042C0,95363,"Melbourne Street, South of Cypress Drive",Melbourne Street,Melbourne Street,Melbourne Street,South of Cypress Drive,Mulwala,2647,Corowa,South West,200,Cypress Drive,0000314,0010,NULL,Trafficorder Loop Counter,0,1,OnGround,Street,State,-36.002960,146.003143
0101000020E61000006F1283C04A406240826F9A3E3BFC41C0,95364,"Tocumwal Road, West of Savernake Road",Tocumwal Road,Tocumwal Road,Tocumwal Road,West of Savernake Road,Mulwala,2647,Corowa,South West,40,Savernake Road,0000550,0060,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-35.970558,146.009125
0101000020E61000008ACC5CE0F23F624008E8BE9CD90042C0,95367,"Weir Road, South of Gulai Road",Weir Road,Weir Road,Weir Road,South of Gulai Road,Mulwala,2647,Corowa,South West,200,Gulai Road,-10,-10,NULL,Metrocount Pp,0,1,OnDamWall,Road,Local,-36.006641,145.998398
0101000020E610000020F0C00042436240187B2FBE68FF41C0,95370,"Spring Drive, South of Lees Road",Spring Drive,Spring Drive,Spring Drive,South of Lees Road,Mulwala,2647,Corowa,South West,2500,Lees Road,0000314,0040,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Drive,State,-35.995384,146.101807
0101000020E61000007100FDBEFF8962400B630B410EC841C0,95371,"Snowy Mountains Highway, West of Murray Jackson Drive",Snowy Mountains Highway,Snowy Mountains Highway,Snowy Mountains Highway,West of Murray Jackson Drive,Talbingo,2720,Tumut,South West,1340,Murray Jackson Drive,0000004,0482,B72,Trafficorder Tube Axlepair Counter,0,1,OnGround,Highway,State,-35.562935,148.312469
0101000020E6100000C767B27F9E6262400DAB7823F3DA40C0,95373,"West Wyalong Condobolin Road, East of Nielsens Lane",West Wyalong Condobolin Road,West Wyalong Condobolin Road,West Wyalong-Condobolin Road,East of Nielsens Lane,Girral,2669,Bland,South West,270,Nielsens Lane,0000057,0220,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-33.710545,147.081848
0101000020E6100000B8019F1F464062400F60915F3F2441C0,95374,"Kidman Way, West of Snaidero Road",Kidman Way,Kidman Way,Kidman Way,West of Snaidero Road,Griffith,2680,Griffith,South West,480,Snaidero Road,0000080,0230,B87,Trafficorder Tube Axlepair Counter,0,1,OnGround,Way,State,-34.283184,146.008560
0101000020E61000000C3CF71E2E686240581CCEFC6AF640C0,95377,"Newell Highway, East of Nicholson Lane",Newell Highway,Newell Highway,Newell Highway,East of Nicholson Lane,Wyalong,2671,Bland,South West,130,Nicholson Lane,0000017,2480,B64,Trafficorder Tube Axlepair Counter,0,1,OnGround,Highway,State,-33.925140,147.255630
0101000020E6100000020F0C20FC466240838AAA5FE92A41C0,95380,"Whitton Stock Route Road, North of Irrigation Way",Whitton Stock Route Road,Whitton Stock Route Road,Whitton Stock Route Road,North of Irrigation Way,Widgelli,2680,Griffith,South West,740,Irrigation Way,0000254,0010,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-34.335247,146.218277
0101000020E6100000E960FD9F43676240B952CF82502E41C0,95388,"Burley Griffin Way, East of Bryces Hill Road",Burley Griffin Way,Burley Griffin Way,Burley Griffin Way,East of Bryces Hill Road,Ariah Park,2665,Temora,South West,850,Bryces Hill Road,0000084,0260,B94,Trafficorder Tube Axlepair Counter,0,1,OnGround,Way,State,-34.361832,147.227005
0101000020E6100000F08AE07FAB66624011AB3FC2302E41C0,95391,"Mary Gilmore Way, South of Burley Griffin Way",Mary Gilmore Way,Mary Gilmore Way,Mary Gilmore Way,South of Burley Griffin Way,Ariah Park,2665,Temora,South West,180,Burley Griffin Way,0000398,0030,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Way,Regional,-34.360863,147.208435
0101000020E610000022FFCC203E706240E8120EBDC53F41C0,95393,"Goldfields Way, North of Mcdougalls Road",Goldfields Way,Goldfields Way,Goldfields Way,North of Mcdougalls Road,Temora,2666,Temora,South West,2220,Mcdougalls Road,0000057,0050,B85,Trafficorder Tube Axlepair Counter,0,1,OnGround,Way,State,-34.498222,147.507584
0101000020E6100000FDDB65BFEE786240C89A9141EE3C41C0,95395,"Burley Griffin Way, West of Smiths Lane",Burley Griffin Way,Burley Griffin Way,Burley Griffin Way,West of Smiths Lane,Springdale,2666,Temora,South West,920,Smiths Lane,0000084,0190,B94,Trafficorder Tube Axlepair Counter,0,1,OnGround,Way,State,-34.476021,147.779144
0101000020E61000006CEEE87F3971624011548D5E0D6A41C0,95398,"Old Junee Road, East of Black Street",Old Junee Road,Old Junee Road,Old Junee Road,East of Black Street,Old Junee,2652,Junee,South West,590,Black Street,0000243,0230,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-34.828533,147.538269
0101000020E610000052499D80A663624098689082A75A41C0,95404,"Ardlethan Road, North of Mary Gilmore Way",Ardlethan Road,Ardlethan Road,Ardlethan Road,North of Mary Gilmore Way,Ganmain,2702,Coolamon,South West,1350,Mary Gilmore Way,0000240,0070,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-34.708237,147.114075
0101000020E61000008BC3995F4D6B624008E8BE9CD99041C0,95412,"Bourke Street, North of Fernleigh Road",Bourke Street,Bourke Street,Bourke Street,North of Fernleigh Road,Turvey Park,2650,Wagga Wagga,South West,70,Fernleigh Road,0000211,0101,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Street,Regional,-35.131641,147.353195
0101000020E610000046EF54C0BD766240ABECBB22F8A541C0,95423,"Hume Highway, East of Comatawa Road",Hume Highway,Hume Highway,Hume Highway,East of Comatawa Road,Tarcutta,2652,Wagga Wagga,South West,790,Comatawa Road,0000002,2045,M31,Trafficorder Dual Tube Classifier,0,1,OnGround,Highway,State,-35.296635,147.710663
0101000020E610000017BA1281EA73624092EA3BBF28BB41C0,95425,"Tumbarumba Road, North of Humula Eight Mile Road",Tumbarumba Road,Tumbarumba Road,Tumbarumba Road,North of Humula Eight Mile Road,Kyeamba,2650,Wagga Wagga,South West,1180,Humula Eight Mile Road,0000384,0010,NULL,Trafficorder Dual Tube Classifier,0,1,OnGround,Road,Regional,-35.462181,147.622376
0101000020E6100000E43098BF427162404089CF9D60CB41C0,95431,"Little Billabong Road, South of Hume Highway",Little Billabong Road,Little Billabong Road,Litle Billabong Road,South of Hume Highway,Little Billabong,2644,Greater Hume,South West,1050,Hume Highway,0000284,0040,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,State,-35.588886,147.539398
0101000020E6100000C158DFC0646862401CF0F96184AE41C0,95432,"Holbrook Road, North of Waverley Road",Holbrook Road,Holbrook Road,Holbrook Road,North of Waverley Road,Mangoplah,2652,Wagga Wagga,South West,120,Waverley Road,0000211,0070,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-35.363415,147.262299
0101000020E6100000838AAA5F69616240481630815BCF41C0,95435,"Olympic Highway, North of Calool Lane",Olympic Highway,Olympic Highway,Olympic Highway,North of Calool Lane,Culcairn,2660,Greater Hume,South West,290,Calool Lane,0000078,0100,A41,Trafficorder Tube Axlepair Counter,0,1,OnGround,Highway,State,-35.619980,147.044113
0101000020E61000005A7F4B007E6A62405182FE428FD641C0,95437,"Holbrook Wagga Road, North of Airpark Road",Holbrook Wagga Road,Holbrook Wagga Road,Holbrook Wagga Road,North of Airpark Road,Holbrook,2644,Greater Hume,South West,520,Airpark Road,0000211,0015,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Local,-35.676247,147.327881
0101000020E6100000793F6EBFFC5B62405401F73C7FD841C0,95440,"Walbundrie Road, North of Alma Park Road",Walbundrie Road,Walbundrie Road,Walbundrie Road,North of Alma Park Road,Walla Walla,2659,Greater Hume,South West,540,Alma Park Road,0000331,0210,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-35.691383,146.874603
0101000020E61000007F6C921F71636240D200DE0209D441C0,95443,"Culcairn Holbrook Road, West of Purtell Street",Culcairn Holbrook Road,Culcairn Holbrook Road,Holbrook Road,West of Purtell Street,Morven,2660,Greater Hume,South West,560,Purtell Street,0000331,0090,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-35.656525,147.107559
0101000020E6100000A053909F0D69624054A9D903ADDA41C0,95445,"Culcairn Holbrook Road, East of Jacka Lane",Culcairn Holbrook Road,Culcairn Holbrook Road,Culcairn Road,East of Jacka Lane,Holbrook,2644,Greater Hume,South West,610,Jacka Lane,0000331,0070,NULL,Trafficorder Dual Tube Classifier,0,1,OnGround,Road,Regional,-35.708405,147.282913
0101000020E610000045D7851F1C6C62400B5D8940F5E141C0,95447,"Jingellic Road, East of Annandayle Road",Jingellic Road,Jingellic Road,Jingellic Road,East of Annandayle Road,Holbrook,2644,Greater Hume,South West,130,Annandayle Road,0000331,0030,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-35.765297,147.378433
0101000020E610000043E38920CE5F6240569A94826EE941C0,95456,"Olympic Highway, North of Huon Street",Olympic Highway,Olympic Highway,Olympic Highway,North of Huon Street,Gerogery,2642,Greater Hume,South West,910,Huon Street,0000078,0051,A41,Trafficorder Tube Axlepair Counter,0,1,OnGround,Highway,State,-35.823685,146.993912
0101000020E6100000EB6F09C0BF5C6240E02A4F20ECFE41C0,95458,"Urana Road, South of Hueske Road",Urana Road,Urana Road,Albury-Urana Road,South of Hueske Road,Jindera,2642,Greater Hume,South West,900,Hueske Road,0000125,0030,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-35.991581,146.898407
0101000020E6100000E1270EA05F5C62400C06D7DCD1F741C0,95460,"Jindera-Walla Walla Road, South of Five Chain Road",Jindera-Walla Walla Road,Jindera-Walla Walla Road,Jindera-Walla Park Road,South of Five Chain Road,Jindera,2642,Greater Hume,South West,310,Five Chain Road,0000547,0011,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-35.936092,146.886673
0101000020E6100000F8C610009C5B6240FFAECF9CF5D941C0,95462,"Walbundrie Road, West of Lookout Road",Walbundrie Road,Walbundrie Road,Walbundrie Road,West of Lookout Road,Walla Walla,2659,Greater Hume,South West,870,Lookout Road,0000331,0220,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-35.702808,146.862793
0101000020E6100000C13A8E1F2A596240EC8A19E1EDE541C0,95465,"Urana Road, North of Iron Post Lane",Urana Road,Urana Road,Albury-Urana Road,North of Iron Post Lane,Burrumbuttock,2642,Greater Hume,South West,800,Iron Post Lane,0000125,0060,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-35.796322,146.786392
0101000020E6100000FBC9181FE6536240C119FCFD62FE41C0,95467,"River Road, South of Cross Street",River Road,River Road,River Road,South of Cross Street,Howlong,2643,Corowa,South West,210,Cross Street,0000197,0011,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Local,-35.987396,146.621841
0101000020E61000001BBAD91F28616240377172BF430B42C0,95468,"Riverina Highway, West of Ramp Lane",Riverina Highway,Riverina Highway,Riverina Highway,West of Ramp Lane,Lake Hume Village,3691,Albury,South West,1210,Ramp Lane,0000020,1021,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Highway,State,-36.088005,147.036148
0101000020E61000006EFAB31F29616240BCCE86FC330D42C0,95469,"Murray Street, North of Elm Avenue",Murray Street,Murray Street,Murray Street,North of Elm Avenue,Lake Hume Village,3691,Albury,South West,40,Elm Avenue,-10,-10,NULL,Trafficorder Dual Tube Classifier,0,0,OnGround,Street,Local,-36.103149,147.036270
0101000020E61000006AF7AB00DF61624055A01683870B42C0,95470,"Riverina Highway, East of Ramp Lane",Riverina Highway,Riverina Highway,Riverina Highway,East of Ramp Lane,Lake Hume Village,3691,Albury,South West,770,Ramp Lane,0000020,1011,NULL,Trafficorder Tube Axlepair Counter,0,1,OnBridge,Highway,State,-36.090073,147.058472
0101000020E610000087C091408373624038656EBE11B741C0,95473,"Tumbarumba Road, North of Hume Highway",Tumbarumba Road,Tumbarumba Road,Tumbarumba Road,North of Hume Highway,Kyeamba,2650,Wagga Wagga,South West,1950,Hume Highway,0000384,0035,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-35.430229,147.609772
0101000020E6100000B81FF0C000646240E78A5242B0F841C0,95475,"Bowna Road, East of Wymah Road",Bowna Road,Bowna Road,Bowna Road,East of Wymah Road,Bowna,2644,Greater Hume,South West,1000,Wymah Road,1860282,2191,NULL,Trafficorder Dual Tube Classifier,0,1,OnGround,Road,Local,-35.942879,147.125092
0101000020E610000015A8C5E0E180624029232E008D9841C0,95478,"Adelong Road, North of Grahamstown Road",Adelong Road,Adelong Road,Adelong Road,North of Grahamstown Road,Tumblong,2729,Gundagai,South West,270,Grahamstown Road,4390280,0120,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Local,-35.191803,148.027573
0101000020E610000047E9D2BF246C6240DC48D922698F41C0,95486,"Hammond Avenue, East of Lake Albert Road",Hammond Avenue,Hammond Avenue,Hammond Avenue,East of Lake Albert Road,East Wagga Wagga,2650,Wagga Wagga,South West,100,Lake Albert Road,0000014,0080,A20,Trafficorder Tube Axlepair Counter,0,0,OnGround,Avenue,State,-35.120396,147.379486
0101000020E610000041D7BE805E75624082C98D226BC741C0,95492,"Tumbarumba Road, North of Jananee Access Road",Tumbarumba Road,Tumbarumba Road,Tumbarumba Road,North of Jananee Access Road,Carabost,2650,Greater Hume,South West,440,Jananee Access Road,0000284,0031,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,State,-35.557957,147.667786
0101000020E6100000105A0F5FA68A6240C2137AFD49CA41C0,95498,"Snowy Mountains Highway, South of Murray Jackson Drive",Snowy Mountains Highway,Snowy Mountains Highway,Snowy Mountains Highway,South of Murray Jackson Drive,Talbingo,2720,Tumut,South West,1430,Murray Jackson Drive,0000004,0472,B72,Trafficorder Tube Axlepair Counter,0,0,OnGround,Highway,State,-35.580383,148.332809
0101000020E61000006DE2E47E87816240FEF0F3DF83DB41C0,95506,"Batlow Road, North of Bago Forest Road",Batlow Road,Batlow Road,Batlow Road,North of Bago Forest Road,Tumbarumba,2653,Tumbarumba,South West,220,Bago Forest Road,0000085,0080,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,State,-35.714962,148.047790
0101000020E6100000A9893E1FE58162409F3E027FF8E941C0,95507,"Tooma Road, West of East Burra Creek Road",Tooma Road,Tooma Road,Tumbarumba - Khancoban Road,West of East Burra Creek Road,Burra,2653,Tumbarumba,South West,880,East Burra Creek Road,0000628,0060,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-35.827896,148.059219
0101000020E61000003FC571E0D57A6240CFBBB1A030EC41C0,95517,"Jingellic Road, West of Munderoo Creek Road",Jingellic Road,Jingellic Road,Jingellic Road,West of Munderoo Creek Road,Munderoo,2653,Tumbarumba,South West,60,Munderoo Creek Road,0000085,0031,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,State,-35.845234,147.838608
0101000020E610000090D8EE1E208162400F7EE200FA1542C0,95525,"Alpine Way, West of Tooma Road",Alpine Way,Alpine Way,Bringenbrong To Khancoban Road,West of Tooma Road,Bringenbrong,3707,Tumbarumba,South West,890,Tooma Road,0000627,0130,NULL,Trafficorder Dual Tube Classifier,0,1,OnGround,Road,Regional,-36.171692,148.035171
0101000020E61000006AF7AB00DF8662400A815CE2C8A541C0,95532,"Adelong Road, West of Snowy Mountains Highway",Adelong Road,Adelong Road,Adelong Road,West of Snowy Mountains Highway,Tumut,2720,Tumut,South West,90,Snowy Mountains Highway,0000004,0550,B72,Trafficorder Tube Axlepair Counter,0,0,OnGround,Road,State,-35.295193,148.214722
0101000020E61000002E56D4601A87624094DBF63DEAA541C0,95534,"Snowy Mountains Highway, North of Fitzroy Street",Snowy Mountains Highway,Snowy Mountains Highway,Snowy Mountains Highway,North of Fitzroy Street,Tumut,2720,Tumut,South West,40,Fitzroy Street,0000004,0545,B72,Trafficorder Tube Axlepair Counter,0,0,OnGround,Highway,State,-35.296211,148.221970
