the_geom,station_id,full_name,name,road_name,common_road_name,secondary_name,suburb,post_code,lga,rms_region,distance_to_intersection,intersection,road_number,link_number,mab_identifier,device_type,permanent_station,vehicle_classifier,road_on_type,road_classification_type,road_classification_admin,wgs84_latitude,wgs84_longitude
0101000020E61000004B1FBAA0BEE66240FD32182312ED40C0,01001,"Sydney Harbour Bridge, North of Hickson Road",Sydney Harbour Bridge,Bradfield Highway,Bradfield Highway,North of Hickson Road,Milsons Point,2061,Sydney,Sydney,260,Hickson Road,0000632,0020,NULL,Trafficorder Dual Tube Classifier,0,1,OnBridge,Highway,State,-33.852116,151.210770
0101000020E6100000BB253960D7E66240179CC1DF2FEE40C0,01003,"Sydney Harbour Tunnel, North of Cahill Expressway",Sydney Harbour Tunnel,Sydney Harbour Tunnel,"Sydney Harbour Tunnel.sydney Harbour Tunnel, Sydney",North of Cahill Expressway,Sydney,2000,Sydney,Sydney,100,Cahill Expressway,0006092,0010,M1,Trafficorder Loop Counter,1,0,InTunnel,,State,-33.860836,151.213791
0101000020E61000007730629F80E6624082397AFCDEEE40C0,01004,"Western Distributor, West of Sussex Street",Western Distributor,Western Distributor,"Western.western Distributor, Sydney",West of Sussex Street,Sydney,2000,Sydney,Sydney,20,Sussex Street,0000165,0018,NULL,Trafficorder Loop Counter,1,0,OnBridge,Distributor,State,-33.866180,151.203201
0101000020E6100000EA5DBC1FB7E66240982F2FC03EEE40C0,01011,"Cahill Expressway, East of Pitt Street",Cahill Expressway,Cahill Expressway,"Cahill.cahill Expressway, Sydney",East of Pitt Street,Sydney,2000,Sydney,Sydney,60,Pitt Street,0000592,0180,NULL,Trafficorder Loop Counter,1,0,OnBridge,Expressway,State,-33.861290,151.209854
0101000020E61000000F7EE2007AE66240AE62F19BC2F040C0,01323,"Ultimo Road, East of Darling Drive",Ultimo Road,Ultimo Road,Ultimo Road,East of Darling Drive,Haymarket,2000,Sydney,Sydney,40,Darling Drive,-10,-10,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Road,Local,-33.880939,151.202393
0101000020E610000090D8EE1E20E66240747E8AE3C0F140C0,02015,"City Road, East of Barff Road",City Road,City Road,City Road,East of Barff Road,Camperdown,2050,Sydney,Sydney,20,Barff Road,0000001,0020,A36,Trafficorder Loop Counter,1,0,OnGround,Road,State,-33.888699,151.191421
0101000020E6100000BE31040047E66240F2EA1C03B2F140C0,02037,"Cleveland Street, West of Beaumount Street",Cleveland Street,Cleveland Street,Cleveland Street,West of Beaumount Street,Darlington,2008,Sydney,Sydney,10,Beaumount Street,0000330,0140,NULL,Trafficorder Dual Tube Classifier,0,0,OnGround,Street,State,-33.888245,151.196167
0101000020E61000005C9198A086E66240C746205ED7F140C0,02038,"Cleveland Street, West of Pitt Street",Cleveland Street,Cleveland Street,"Cleveland.cleveland St, Redfern",West of Pitt Street,Surry Hills,2010,Sydney,Sydney,60,Pitt Street,0000330,0090,NULL,Trafficorder Loop Counter,1,0,OnGround,Street,State,-33.889385,151.203934
0101000020E61000005F97E13F5DE662403EEC8502B6F140C0,02056,"Abercrombie Street, North of Cleveland Street",Abercrombie Street,Abercrombie Street,Abercrombie Street,North of Cleveland Street,Chippendale,2008,Sydney,Sydney,30,Cleveland Street,0000594,0010,NULL,Trafficorder Dual Tube Classifier,0,0,OnGround,Street,State,-33.888367,151.198883
0101000020E6100000FBEAAA40ADE56240041E1840F8F240C0,02062,"Enmore Road, East of Bailey Street",Enmore Road,Enmore Road,"Enmore.enmore Rd, Newtown",East of Bailey Street,Newtown,2042,Marrickville,Sydney,60,Bailey Street,0000167,0010,A34,Trafficorder Loop Counter,1,0,OnGround,Road,State,-33.898201,151.177399
0101000020E6100000B9FE5D9F39E7624003CDE7DCEDF040C0,02083,"Glenmore Road, West of Flinton Street",Glenmore Road,Glenmore Road,Glenmore Road,West of Flinton Street,Paddington,2021,Woollahra,Sydney,40,Flinton Street,-10,-10,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Road,Local,-33.882259,151.225784
0101000020E61000008AC91B60E6E66240FB230C0396F040C0,02151,"Oxford Street, West of Palmer Street",Oxford Street,Oxford Street,Oxford Street,West of Palmer Street,Darlinghurst,2010,Sydney,Sydney,40,Palmer Street,0000172,0005,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Street,State,-33.879578,151.215622
0101000020E610000042CEFBFF38E662405D3123BC3DF040C0,02230,"Wattle Street, North of Quarry Street",Wattle Street,Wattle Street,Wattle Street,North of Quarry Street,Ultimo,2007,Sydney,Sydney,80,Quarry Street,0000594,0040,NULL,Trafficorder Dual Tube Classifier,0,0,OnGround,Street,State,-33.876884,151.194458
0101000020E6100000041E1840F8E66240C87C40A033F140C0,02243,"Eastern Distributor, South of Flinders Street",Eastern Distributor,Eastern Distributor,"Flinders.flinders St, Surry Hills",South of Flinders Street,Darlinghurst,2010,Sydney,Sydney,20,Flinders Street,0000171,0270,NULL,Trafficorder Dual Tube Classifier,1,0,InTunnel,Street,State,-33.884388,151.217804
0101000020E6100000FCDEA63F7BE66240CC61F71DC3F340C0,02245,"Botany Road, South of Mandible Street",Botany Road,Botany Road,Botany Road,South of Mandible Street,Alexandria,2015,Sydney,Sydney,110,Mandible Street,0000170,0220,NULL,Trafficorder Dual Tube Classifier,0,0,OnGround,Road,State,-33.904392,151.202545
0101000020E6100000A27A6B602BE66240BD344580D3EF40C0,02271,"Pyrmont Bridge Road, East of Wattle Street",Pyrmont Bridge Road,Pyrmont Bridge Road,Pyrmont Bridge Road,East of Wattle Street,Pyrmont,2009,Sydney,Sydney,50,Wattle Street,0000523,0040,NULL,Trafficorder Dual Tube Classifier,0,0,OnGround,Road,State,-33.873642,151.192795
0101000020E6100000C879FF1F27E662409A7D1EA33CF140C0,02273,"Broadway, East of Derwent Lane",Broadway,Broadway,Broadway,East of Derwent Lane,Glebe,2037,Sydney,Sydney,10,Derwent Lane,0000005,0050,A22,Trafficorder Dual Tube Classifier,1,0,OnGround,,State,-33.884663,151.192276
0101000020E6100000DC0F786080E662400BF148BC3CF140C0,02277,"Lee Street, North of Little Regent Street",Lee Street,Lee Street,"Lee.lee St, Sydney",North of Little Regent Street,Chippendale,2008,Sydney,Sydney,30,Little Regent Street,0000170,0295,NULL,Trafficorder Loop Counter,1,0,OnGround,Street,State,-33.884666,151.203171
0101000020E6100000E960FD9FC3E66240AA807B9E3FF340C0,02291,"Lachlan Street, West of Sam Sing Street",Lachlan Street,Lachlan Street,Lachlan Street,West of Sam Sing Street,Waterloo,2017,Sydney,Sydney,30,Sam Sing Street,0000528,0020,NULL,Trafficorder Dual Tube Classifier,0,0,OnGround,Street,State,-33.900379,151.211380
0101000020E610000015AB06616EE66240680932022AF440C0,02309,"O'riordan Street, North of Johnson Street",O'riordan Street,O'riordan Street,"O'riordan.o'riordan St, Beaconsfield",North of Johnson Street,Alexandria,2015,Sydney,Sydney,100,Johnson Street,0000658,0090,NULL,Trafficorder Loop Counter,1,0,OnGround,Street,State,-33.907532,151.200974
0101000020E61000001EC022BF7EE662404510E7E104F440C0,02312,"Botany Road, East of O'riordan Street",Botany Road,Botany Road,Botany Road,East of O'riordan Street,Alexandria,2015,Sydney,Sydney,80,O'riordan Street,0000170,0210,NULL,Trafficorder Dual Tube Classifier,0,0,OnGround,Road,State,-33.906399,151.202972
0101000020E61000004E2844C021E76240512E8D5F78F340C0,02359,"Anzac Parade, South of Alison Road",Anzac Parade,Anzac Parade,Anzac Parade,South of Alison Road,Kensington,2033,Randwick,Sydney,60,Alison Road,0000171,0210,NULL,Trafficorder Dual Tube Classifier,0,0,OnGround,Parade,State,-33.902111,151.222870
0101000020E61000005131CEDF84E66240D7851F9C4FF340C0,02362,"Mcevoy Street, West of Pitt Street",Mcevoy Street,Mcevoy Street,Mcevoy Street,West of Pitt Street,Waterloo,2017,Sydney,Sydney,60,Pitt Street,0000528,0045,NULL,Trafficorder Dual Tube Classifier,0,0,OnGround,Street,State,-33.900867,151.203720
0101000020E6100000271763601DE662403B38D89B18F440C0,02364,"Euston Road, North of Huntley Street",Euston Road,Euston Road,Euston Road,North of Huntley Street,Alexandria,2015,Sydney,Sydney,110,Huntley Street,0000528,0067,NULL,Trafficorder Dual Tube Classifier,0,0,OnGround,Road,State,-33.907001,151.191086
0101000020E6100000E23C9CC0F4E66240EB909BE106F240C0,02366,"South Dowling Street, East of Mort Street",South Dowling Street,South Dowling Street,South Dowling Street,East of Mort Street,Moore Park,2021,Sydney,Sydney,40,Mort Street,0000593,1080,NULL,Trafficorder Dual Tube Classifier,0,0,OnGround,Street,State,-33.890835,151.217377
0101000020E6100000E6577380E0E66240D9EBDD1FEFF140C0,02367,"Bourke Street, North of Parkham Street",Bourke Street,Bourke Street,Bourke Street,North of Parkham Street,Surry Hills,2010,Sydney,Sydney,10,Parkham Street,-10,-10,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Street,Local,-33.890110,151.214905
0101000020E610000092EA3BBFA8E66240A86E2EFEB6F140C0,02373,"Elizabeth Street, South of Dawson Street",Elizabeth Street,Elizabeth Street,Elizabeth Street,South of Dawson Street,Surry Hills,2010,Sydney,Sydney,40,Dawson Street,0007083,0070,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Street,Regional,-33.888397,151.208099
0101000020E6100000F296AB1F9BE662407E8AE3C0ABF140C0,02376,"Chalmers Street, South of Bedford Street",Chalmers Street,Chalmers Street,Chalmers Street,South of Bedford Street,Surry Hills,2010,Sydney,Sydney,60,Bedford Street,0007083,0070,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Street,Regional,-33.888054,151.206436
0101000020E6100000020F0C207CE662401E8A027D22F140C0,02377,"George Street, South of Little Regent Street",George Street,George Street,George Street,South of Little Regent Street,Ultimo,2007,Sydney,Sydney,10,Little Regent Street,0000005,0005,A22,Trafficorder Loop Counter,1,0,OnGround,Street,State,-33.883865,151.202652
0101000020E61000004F1F813F7CE662408EC9E2FE23F140C0,02377B,"George Street, North of Little Regent Street",George Street,George Street,"Railway Square.railway Sq, Sydney",North of Little Regent Street,NULL,NULL,NULL,NULL,10,Little Regent Street,0000005,0005,NULL,Trafficorder Loop Counter,1,0,OnGround,Street,State,-33.883911,151.202667
0101000020E6100000179F02603CE6624080B74082E2EF40C0,02379,"Western Distributor, West of Allen Street",Western Distributor,Western Distributor,"Western.western Distributor, Pyrmont",West of Allen Street,Pyrmont,2009,Sydney,Sydney,40,Allen Street,0000165,0045,NULL,Trafficorder Loop Counter,1,0,OnBridge,Distributor,State,-33.874100,151.194870
0101000020E61000000F63D2DF4BE66240594C6C3EAEEF40C0,02380,"Pyrmont Street, North of Murray Street",Pyrmont Street,Pyrmont Street,Pyrmont Street,North of Murray Street,Pyrmont,2009,Sydney,Sydney,70,Murray Street,0000165,0043,NULL,Trafficorder Loop Counter,1,0,OnGround,Street,State,-33.872505,151.196762
0101000020E6100000962364204FE662406170CD1DFDEF40C0,02381,"Western Distributor, East of Harris Street",Western Distributor,Western Distributor,"Western.western Distributor, Sydney",East of Harris Street,Ultimo,2007,Sydney,Sydney,20,Harris Street,0000165,0045,NULL,Trafficorder Loop Counter,1,0,OnGround,Distributor,State,-33.874912,151.197159
0101000020E610000018B49080D1E562408DEDB5A0F7F040C0,02382,"Bridge Road, West of Ross Street",Bridge Road,Bridge Road,Pyrmont Bridge Road,West of Ross Street,Forest Lodge,2037,Sydney,Sydney,60,Ross Street,0000523,0080,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Road,State,-33.882557,151.181824
0101000020E6100000105D50DF32E662403753211E89F140C0,02383,"City Road, North of Cleveland Street",City Road,City Road,City Road,North of Cleveland Street,Camperdown,2050,Sydney,Sydney,40,Cleveland Street,0000001,0010,A36,Trafficorder Dual Tube Classifier,0,0,OnGround,Road,State,-33.886997,151.193710
0101000020E6100000CE8B135F6DE662408E93C2BCC7F140C0,02384,"Cleveland Street, East of Woodburn Street",Cleveland Street,Cleveland Street,"Cleveland.cleveland St, Redfern",East of Woodburn Street,Redfern,2016,Sydney,Sydney,10,Woodburn Street,0000330,0120,NULL,Trafficorder Dual Tube Classifier,1,0,OnGround,Street,State,-33.888908,151.200851
0101000020E610000000FDBE7F73E66240FAB7CB7EDDF140C0,02385,"Regent Street, North of James Street",Regent Street,Regent Street,"Regent.regent St, Alexandria",North of James Street,Redfern,2016,Sydney,Sydney,10,James Street,0000170,0280,NULL,Trafficorder Dual Tube Classifier,1,0,OnGround,Street,State,-33.889572,151.201599
0101000020E6100000E2395B40E8E662404F7974232CF240C0,02386,"Cleveland Street, North of Little Cleveland Street",Cleveland Street,Cleveland Street,Cleveland Street,North of Little Cleveland Street,Redfern,2016,Sydney,Sydney,70,Little Cleveland Street,0000330,0020,NULL,Trafficorder Dual Tube Classifier,0,0,OnGround,Street,State,-33.891972,151.215851
0101000020E6100000838AAA5FE9E66240BF823463D1F240C0,02387,"South Dowling Street, North of Crescent Street",South Dowling Street,South Dowling Street,South Dowling Street,North of Crescent Street,Moore Park,2021,Sydney,Sydney,80,Crescent Street,0000593,1065,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Street,State,-33.897015,151.215988
0101000020E6100000ADA7565FDDE56240B72572C119F440C0,02389,"Sydney Park Road, East of King Street",Sydney Park Road,Sydney Park Road,Sydney Park Road,East of King Street,Erskineville,2043,Sydney,Sydney,110,King Street,0000528,0110,NULL,Trafficorder Dual Tube Classifier,0,0,OnGround,Road,State,-33.907036,151.183273
0101000020E6100000DBFAE93FEBE66240BD8BF7E3F6EF40C0,02393,"Crown Street, South of William Street",Crown Street,Crown Street,"Cross City Tunnel.cross City Tunnel Ramp Off To City North & Hbr., Sydney",South of William Street,Darlinghurst,2010,Sydney,Sydney,10,William Street,0006010,0040,NULL,Trafficorder Loop Counter,1,0,OnGround,Street,State,-33.874722,151.216217
0101000020E6100000B3EF8AE0FFE6624072C119FCFDF040C0,02394,"South Dowling Street, South of Rose Terrace",South Dowling Street,South Dowling Street,South Dowling Street,South of Rose Terrace,Darlinghurst,2010,Sydney,Sydney,40,Rose Terrace,0000593,2000,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Street,State,-33.882751,151.218735
0101000020E61000003FC571E055E662405E2EE23B31F140C0,02395,"Broadway, West of Wattle Street",Broadway,Broadway,Broadway,West of Wattle Street,Ultimo,2007,Sydney,Sydney,20,Wattle Street,0000005,0010,A22,Trafficorder Tube Axlepair Counter,0,0,OnGround,,State,-33.884315,151.197983
0101000020E6100000F19C2D20B4E562404371C79BFCF240C0,02396,"King Street, South of Newman Street",King Street,King Street,"King.king St, Newtown",South of Newman Street,Newtown,2042,Marrickville,Sydney,10,Newman Street,0000001,0120,A36,Trafficorder Loop Counter,1,0,OnGround,Street,State,-33.898334,151.178238
0101000020E6100000971DE21F36E662408A7269FCC2EF40C0,02400,"Western Distributor, South of Pyrmont Bridge Road",Western Distributor,Western Distributor,Western Distributor,South of Pyrmont Bridge Road,Pyrmont,2009,Sydney,Sydney,70,Pyrmont Bridge Road,0000165,0065,NULL,Trafficorder Dual Tube Classifier,0,0,OnBridge,Distributor,State,-33.873138,151.194107
0101000020E6100000C77F812040E66240E0D6DD3CD5EF40C0,02413,"Allen Street, East of Bulwara Road",Allen Street,Allen Street,"Allen.allen St, Pyrmont",East of Bulwara Road,Pyrmont,2009,Sydney,Sydney,20,Bulwara Road,0000170,0340,NULL,Trafficorder Loop Counter,1,0,OnGround,Street,State,-33.873695,151.195328
0101000020E61000000F63D2DF4BE66240594C6C3EAEEF40C0,02414,"Pyrmont Street, North of Murray Street",Pyrmont Street,Pyrmont Street,Pyrmont Street,North of Murray Street,Pyrmont,2009,Sydney,Sydney,70,Murray Street,0000165,0043,NULL,Trafficorder Loop Counter,1,0,OnGround,Street,State,-33.872505,151.196762
0101000020E6100000FF05820019E7624095D233BDC4F240C0,03014,"Anzac Parade, South of Cleveland Street",Anzac Parade,Anzac Parade,Anzac Parade,South of Cleveland Street,Moore Park,2021,Sydney,Sydney,100,Cleveland Street,0000171,0230,NULL,Trafficorder Dual Tube Classifier,0,0,OnGround,Parade,State,-33.896629,151.221802
0101000020E6100000566133C005E76240DA54DD239BF140C0,03018,"Eastern Distributor, South of Anzac Parade",Eastern Distributor,Eastern Distributor,"Anzac.anzac Pde, Surry Hills",South of Anzac Parade,Moore Park,2021,Sydney,Sydney,60,Anzac Parade,0000171,0250,NULL,Trafficorder Dual Tube Classifier,1,0,InTunnel,Parade,State,-33.887547,151.219452
0101000020E61000004B04AA7F10E76240A8E0F08288F240C0,03022,"Cleveland Street, West of Anzac Parade",Cleveland Street,Cleveland Street,"Cleveland.cleveland St, Moore Park",West of Anzac Parade,Moore Park,2021,Sydney,Sydney,60,Anzac Parade,0000330,0010,NULL,Trafficorder Loop Counter,1,0,OnGround,Street,State,-33.894791,151.220764
0101000020E6100000EF75525F16E7624039984D8061F340C0,03033,"Dacey Avenue, West of Alison Road",Dacey Avenue,Dacey Avenue,Dacey Avenue,West of Alison Road,Moore Park,2021,Sydney,Sydney,100,Alison Road,0000528,0010,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Avenue,State,-33.901413,151.221481
0101000020E610000087A8C29F611F63404DA1F31ABBBC3DC0,04002,"Pacific Highway, West of Four Mile Lane",Pacific Highway,Pacific Highway,Pacific Highway,West of Four Mile Lane,Clarenza,2460,Clarence Valley,Northern,230,Four Mile Lane,0000010,2670,A1,Trafficorder Tube Axlepair Counter,0,0,OnGround,Highway,State,-29.737230,152.980667
0101000020E61000009929ADBF251E63404EB857E6ADB23DC0,04004,"Craig Street, North of Bent Street",Craig Street,Craig Street,"Bent.bent Street, Grafton",North of Bent Street,South Grafton,2460,Clarence Valley,Northern,230,Bent Street,0000083,0020,B91,Trafficorder Loop Counter,1,0,OnBridge,Street,State,-29.697966,152.942108
0101000020E6100000A568E55EE030634035D4282499313CC0,04010,"Pacific Motorway, South of Dry Dock Road",Pacific Motorway,Pacific Motorway,"Pacific.pacific Highway, Tweed Heads South",South of Dry Dock Road,Tweed Heads South,2486,Tweed,Northern,110,Dry Dock Road,0000010,3522,M1,Trafficorder Loop Counter,1,0,OnGround,Motorway,State,-28.193743,153.527389
0101000020E61000003BA759A05D1F6340E90B21E7FDAB3DC0,04021,"Pacific Highway, South of Greens Lane",Pacific Highway,Pacific Highway,Pacific Highway,South of Greens Lane,Clarenza,2460,Clarence Valley,Northern,370,Greens Lane,0000010,2760,A1,Trafficorder Tube Axlepair Counter,0,1,OnBridge,Highway,State,-29.671843,152.980179
0101000020E610000075392520A622634042E90B21E7913DC0,04023,"Pacific Highway, East of Clarence Street",Pacific Highway,Pacific Highway,Pacific Highway,East of Clarence Street,Cowper,2460,Clarence Valley,Northern,300,Clarence Street,0000010,2795,A1,Trafficorder Tube Axlepair Counter,0,1,OnGround,Highway,State,-29.569933,153.082779
0101000020E610000062BB7B80EE2763403EE94482A96E3DC0,04026,"Yamba Road, East of James Creek Road",Yamba Road,Yamba Road,Lawrence-Yamba Road,East of James Creek Road,James Creek,2463,Clarence Valley,Northern,380,James Creek Road,0000152,0205,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-29.432274,153.247864
0101000020E610000001158E20152A63409D83674293D03CC0,04030,"Ballina Road, East of Bruxner Crescent",Ballina Road,Ballina Road,Bruxner Highway,East of Bruxner Crescent,Goonellabah,2480,Lismore,Northern,10,Bruxner Crescent,0000016,0150,B60,Trafficorder Tube Axlepair Counter,0,0,OnGround,Highway,State,-28.814747,153.315079
0101000020E6100000D7D9907F662A6340058BC3995FD13CC0,04032,"Ballina Road, West of Sillar Avenue",Ballina Road,Ballina Road,Bruxner Highway,West of Sillar Avenue,Goonellabah,2480,Lismore,Northern,80,Sillar Avenue,0000016,0145,B60,Trafficorder Tube Axlepair Counter,0,0,OnGround,Highway,State,-28.817865,153.325012
0101000020E61000007521567F042F6340E38DCC237FDC3CC0,04038,"Bruxner Highway, West of Duck Creek Mountain Road",Bruxner Highway,Bruxner Highway,Bruxner Highway,West of Duck Creek Mountain Road,Alstonville,2477,Ballina,Northern,430,Duck Creek Mountain Road,0000016,0101,B60,Trafficorder Tube Axlepair Counter,0,1,OnGround,Highway,State,-28.861315,153.469299
0101000020E610000068CA4E3F283063407993DFA293DD3CC0,04039,"Pacific Highway, East of Pimlico Road",Pacific Highway,Pacific Highway,Pacific Highway,East of Pimlico Road,West Ballina,2478,Ballina,Northern,780,Pimlico Road,0000010,3125,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Highway,State,-28.865534,153.504913
0101000020E610000010751F80D4306340F65D11FC6FDD3CC0,04040,"River Street, West of Burns Point Ferry Road",River Street,River Street,River Street,West of Burns Point Ferry Road,West Ballina,2478,Ballina,Northern,280,Burns Point Ferry Road,0000695,3110,NULL,Trafficorder Dual Tube Classifier,0,1,OnGround,Street,Local,-28.864990,153.525940
0101000020E6100000D4BB783F6E2F63403E95D39E92B73CC0,04045,"Lismore Road, West of Binna Burra Road",Lismore Road,Lismore Road,Lismore - Bangalow Road,West of Binna Burra Road,Nashua,2479,Byron,Northern,1110,Binna Burra Road,0000065,0102,B62,Trafficorder Tube Axlepair Counter,0,0,OnGround,Road,State,-28.717081,153.482208
0101000020E6100000566133C0052B634004C93B8732C43CC0,04055,"Coleman Street, South of Withers Street",Coleman Street,Coleman Street,Lismore - Bangalow Road,South of Withers Street,Bexhill,2480,Lismore,Northern,10,Withers Street,0000065,0045,B62,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,State,-28.766396,153.344452
0101000020E610000044E048A0C1316340DD9733DB15DA3CC0,04058,"Tamarind Drive, South of Ferngrove Drive",Tamarind Drive,Tamarind Drive,Tamarind Drive,South of Ferngrove Drive,Ballina,2478,Ballina,Northern,110,Ferngrove Drive,0000695,3140,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Drive,Local,-28.851896,153.554886
0101000020E6100000CC9A58E02B316340761BD47E6BC33CC0,04060,"Pacific Highway, South of Martins Lane",Pacific Highway,Pacific Highway,Pacific Highway,South of Martins Lane,Knockrow,2479,Ballina,Northern,390,Martins Lane,0000010,3171,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Highway,State,-28.763359,153.536606
0101000020E6100000EA5DBC1FB7306340F5F411F8C3AF3CC0,04065,"Granuaille Road, South of Leslie Street",Granuaille Road,Granuaille Road,Granuaille Street,South of Leslie Street,Bangalow,2479,Byron,Northern,10,Leslie Street,0000065,0110,B62,Trafficorder Tube Axlepair Counter,0,0,OnGround,Street,State,-28.686584,153.522354
0101000020E61000009C3237DF88316340596DFE5F75A43CC0,04066,"Pacific Highway, West of Plantation Drive",Pacific Highway,Pacific Highway,Pacific Highway,West of Plantation Drive,Ewingsdale,2481,Byron,Northern,430,Plantation Drive,0000010,3228,B62,Trafficorder Tube Axlepair Counter,0,1,OnGround,Highway,State,-28.642416,153.547958
0101000020E61000002C4487C0913163403562669FC7A03CC0,04068,"Pacific Highway, South of Johnston Lane",Pacific Highway,Pacific Highway,Pacific Highway,South of Johnston Lane,Ewingsdale,2481,Byron,Northern,200,Johnston Lane,0000010,3231,A1,Trafficorder Tube Axlepair Counter,0,0,OnGround,Highway,State,-28.628046,153.549042
0101000020E6100000982F2FC03E2F6340F3C64961DE6F3CC0,04078,"Tweed Valley Way, North of Dignan Street",Tweed Valley Way,Tweed Valley Way,Tweed Valley Way,North of Dignan Street,Burringbar,2483,Tweed,Northern,210,Dignan Street,0000679,3310,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Way,Regional,-28.436987,153.476410
0101000020E61000004E0AF31E67316340AB402D060F333CC0,04093,"Minjungbal Drive, North of Blundell Boulevard",Minjungbal Drive,Minjungbal Drive,"Mungungbal.mungungbal Drive, Tweed Heads South",North of Blundell Boulevard,Tweed Heads South,2486,Tweed,Northern,70,Blundell Boulevard,0007733,0010,NULL,Trafficorder Loop Counter,1,0,OnGround,Drive,Regional,-28.199448,153.543838
0101000020E610000048FE60E039286340787E5182FEDE3CC0,04095,"Bruxner Highway, South of Wharf Road",Bruxner Highway,Bruxner Highway,Bruxner Highway,South of Wharf Road,South Gundurimba,2480,Lismore,Northern,40,Wharf Road,0000016,0210,B60,Trafficorder Tube Axlepair Counter,0,1,OnGround,Highway,State,-28.871071,153.257065
0101000020E6100000D1CDFE40392663409850C1E105E13CC0,04098,"Bruxner Highway, North of Schneiders Lane",Bruxner Highway,Bruxner Highway,Bruxner Highway,North of Schneiders Lane,Mckees Hill,2480,Lismore,Northern,100,Schneiders Lane,0000016,0220,B60,Trafficorder Tube Axlepair Counter,0,1,OnGround,Highway,State,-28.878996,153.194489
0101000020E6100000D8F15F2008186340E9482EFF21E53CC0,04109,"Bruxner Highway, East of Bulmers Road",Bruxner Highway,Bruxner Highway,Bruxner Highway,East of Bulmers Road,Mummulgum,2469,Kyogle,Northern,1100,Bulmers Road,0000016,0330,B60,Trafficorder Tube Axlepair Counter,0,1,OnGround,Highway,State,-28.895050,152.750992
0101000020E6100000E2218C9FC62E63405419C6DD20FE3CC0,04116,"Pacific Highway, North of Boundary Creek Road",Pacific Highway,Pacific Highway,Pacific Highway,North of Boundary Creek Road,Broadwater,2472,Richmond Valley,Northern,0,Boundary Creek Road,0000010,3080,A1,Trafficorder Tube Axlepair Counter,0,1,OnGround,Highway,State,-28.992689,153.461746
0101000020E61000002F35423FD3276340E9F17B9BFE583DC0,04123,"Pacific Highway, North of Banana Road",Pacific Highway,Pacific Highway,Pacific Highway,North of Banana Road,Woombah,2469,Clarence Valley,Northern,270,Banana Road,0000010,2926,A1,Trafficorder Tube Axlepair Counter,0,1,OnGround,Highway,State,-29.347635,153.244537
0101000020E61000000E4B033F2A206340DDCF29C8CF723EC0,04141,"Pacific Highway, North of North Bank Road",Pacific Highway,Pacific Highway,Pacific Highway,North of North Bank Road,Raleigh,2454,Bellingen,Northern,470,North Bank Road,0000010,2462,A1,Trafficorder Tube Axlepair Counter,0,0,OnGround,Highway,State,-30.448483,153.005157
0101000020E6100000DF18028063226340D769A4A5F2563EC0,04144,"Pacific Highway, East of Bruce King Drive",Pacific Highway,Pacific Highway,Pacific Highway,East of Bruce King Drive,Boambee East,2452,Coffs Harbour,Northern,410,Bruce King Drive,0000010,2476,A1,Trafficorder Tube Axlepair Counter,0,0,OnGround,Highway,State,-30.339640,153.074646
0101000020E61000007218CC5FA1226340F0181EFB59543EC0,04146,"Pacific Highway, North of Sawtell Road",Pacific Highway,Pacific Highway,Pacific Highway,North of Sawtell Road,Boambee,2450,Coffs Harbour,Northern,720,Sawtell Road,0000010,2485,A1,Trafficorder Tube Axlepair Counter,0,0,OnGround,Highway,State,-30.329498,153.082199
0101000020E6100000D5EB1681B12463405E30B8E68E363EC0,04150,"Pacific Highway, South of Maccues Road",Pacific Highway,Pacific Highway,Pacific Highway,South of Maccues Road,Sapphire Beach,2450,Coffs Harbour,Northern,510,Maccues Road,0000010,2573,A1,Trafficorder Tube Axlepair Counter,0,1,OnGround,Highway,State,-30.213118,153.146668
0101000020E6100000A67D737FF51B6340253B3602F1AE3DC0,04153,"Gwydir Highway, East of Old Glen Innes Road",Gwydir Highway,Gwydir Highway,Gwydir Highway,East of Old Glen Innes Road,Waterview Heights,2460,Clarence Valley,Northern,570,Old Glen Innes Road,0000012,0140,B76,Trafficorder Tube Axlepair Counter,0,1,OnGround,Highway,State,-29.683365,152.873718
0101000020E61000008099EFE0A73063402DD2C43BC0DB3CC0,04162,"Paperbark Close, South of Teven Road",Paperbark Close,Paperbark Close,Paperbark Close,South of Teven Road,West Ballina,2478,Ballina,Northern,90,Teven Road,0230146,0015,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Close,Local,-28.858402,153.520493
