putty road northbound,"-32.62091,151.14511"
putty road northbound,"-32.62114,151.14476"
putty road northbound,"-32.62129,151.1445"
putty road northbound,"-32.62143,151.14422"
putty road northbound,"-32.62155,151.14393"
putty road northbound,"-32.62166,151.14364"
putty road northbound,"-32.62196,151.14271"
putty road northbound,"-32.62266,151.14053"
putty road northbound,"-32.62301,151.13952"
putty road northbound,"-32.62304,151.13942"
putty road northbound,"-32.62341,151.13856"
putty road northbound,"-32.62358,151.13817"
putty road northbound,"-32.62431,151.13651"
putty road northbound,"-32.6244,151.1363"
putty road northbound,"-32.62474,151.13556"
putty road northbound,"-32.62497,151.13501"
putty road northbound,"-32.62502,151.13489"
putty road northbound,"-32.62526,151.13418"
putty road northbound,"-32.62536,151.13384"
putty road northbound,"-32.62542,151.13359"
putty road northbound,"-32.62548,151.1332"
putty road northbound,"-32.62562,151.13237"
putty road northbound,"-32.62565,151.13204"
putty road northbound,"-32.62566,151.13197"
putty road northbound,"-32.6257,151.13088"
putty road northbound,"-32.6257,151.13063"
putty road northbound,"-32.62567,151.13044"
putty road northbound,"-32.62559,151.12964"
putty road northbound,"-32.62547,151.12894"
putty road northbound,"-32.62522,151.12799"
putty road northbound,"-32.6252,151.12793"
putty road northbound,"-32.62508,151.12756"
putty road northbound,"-32.62486,151.12702"
putty road northbound,"-32.62451,151.12625"
putty road northbound,"-32.62434,151.12597"
putty road northbound,"-32.62415,151.12566"
putty road northbound,"-32.62393,151.12537"
putty road northbound,"-32.62338,151.12462"
putty road northbound,"-32.62292,151.12409"
putty road northbound,"-32.6226,151.12372"
putty road northbound,"-32.62245,151.12355"
putty road northbound,"-32.62201,151.12307"
putty road northbound,"-32.62166,151.12263"
putty road northbound,"-32.6213,151.12221"
putty road northbound,"-32.6211,151.12196"
putty road northbound,"-32.62089,151.12166"
putty road northbound,"-32.62062,151.12124"
putty road northbound,"-32.62044,151.12094"
putty road northbound,"-32.62024,151.12056"
putty road northbound,"-32.61994,151.11984"
putty road northbound,"-32.61974,151.11932"
putty road northbound,"-32.61951,151.11857"
putty road northbound,"-32.6194,151.11814"
putty road northbound,"-32.61927,151.11748"
putty road northbound,"-32.61921,151.11704"
putty road northbound,"-32.61917,151.11658"
putty road northbound,"-32.61906,151.11568"
putty road northbound,"-32.619,151.11528"
putty road northbound,"-32.61885,151.11457"
putty road northbound,"-32.61871,151.11408"
putty road northbound,"-32.61819,151.11234"
putty road northbound,"-32.61785,151.11114"
putty road northbound,"-32.6178,151.11094"
putty road northbound,"-32.61768,151.11036"
putty road northbound,"-32.6176,151.10995"
putty road northbound,"-32.6175,151.10944"
putty road northbound,"-32.61743,151.10893"
putty road northbound,"-32.61736,151.10821"
putty road northbound,"-32.61733,151.10776"
putty road northbound,"-32.61731,151.10733"
putty road northbound,"-32.6173,151.10655"
putty road northbound,"-32.61736,151.1064"
putty road northbound,"-32.61736,151.10635"
putty road northbound,"-32.61735,151.10617"
putty road northbound,"-32.61736,151.10596"
putty road northbound,"-32.61736,151.10567"
putty road northbound,"-32.61738,151.10533"
putty road northbound,"-32.6174,151.1047"
putty road northbound,"-32.61745,151.10412"
putty road northbound,"-32.61747,151.10385"
putty road northbound,"-32.61751,151.10345"
putty road northbound,"-32.61754,151.10325"
putty road northbound,"-32.61758,151.10301"
putty road northbound,"-32.61768,151.10238"
putty road northbound,"-32.61775,151.10201"
putty road northbound,"-32.6178,151.10172"
putty road northbound,"-32.61787,151.10129"
putty road northbound,"-32.61793,151.10106"
putty road northbound,"-32.61814,151.10017"
putty road northbound,"-32.61829,151.09961"
putty road northbound,"-32.61837,151.09934"
putty road northbound,"-32.61841,151.09919"
putty road northbound,"-32.61856,151.09852"
putty road northbound,"-32.61856,151.09838"
putty road northbound,"-32.6186,151.0982"
putty road northbound,"-32.61867,151.09796"
putty road northbound,"-32.6187,151.09788"
putty road northbound,"-32.61878,151.09768"
putty road northbound,"-32.61885,151.09754"
putty road northbound,"-32.61895,151.09737"
putty road northbound,"-32.61908,151.09719"
putty road northbound,"-32.61918,151.09705"
putty road northbound,"-32.61933,151.09689"
putty road northbound,"-32.61946,151.09678"
putty road northbound,"-32.61968,151.09662"
putty road northbound,"-32.6199,151.0965"
putty road northbound,"-32.62018,151.09639"
putty road northbound,"-32.62043,151.09635"
putty road northbound,"-32.62064,151.09633"
putty road northbound,"-32.62095,151.09634"
putty road northbound,"-32.62165,151.0964"
putty road northbound,"-32.62342,151.09659"
putty road northbound,"-32.62653,151.09687"
putty road northbound,"-32.62686,151.09687"
putty road northbound,"-32.62733,151.09681"
putty road northbound,"-32.62771,151.09672"
putty road northbound,"-32.62816,151.09655"
putty road northbound,"-32.62834,151.09646"
putty road northbound,"-32.62939,151.09588"
putty road northbound,"-32.62972,151.0957"
putty road northbound,"-32.63042,151.0953"
putty road northbound,"-32.6306,151.09516"
putty road northbound,"-32.63076,151.095"
putty road northbound,"-32.63105,151.09461"
putty road northbound,"-32.63122,151.09429"
putty road northbound,"-32.63133,151.09395"
putty road northbound,"-32.6314,151.09371"
putty road northbound,"-32.63144,151.09349"
putty road northbound,"-32.63147,151.09325"
putty road northbound,"-32.63149,151.09179"
putty road northbound,"-32.63149,151.09062"
putty road northbound,"-32.63149,151.0883"
putty road northbound,"-32.63148,151.08398"
putty road northbound,"-32.63148,151.08393"
putty road northbound,"-32.63141,151.07926"
putty road northbound,"-32.63136,151.07662"
putty road northbound,"-32.63137,151.06933"
putty road northbound,"-32.63137,151.06807"
putty road northbound,"-32.63142,151.06751"
putty road northbound,"-32.63146,151.06725"
putty road northbound,"-32.63151,151.06702"
putty road northbound,"-32.63158,151.06674"
putty road northbound,"-32.63257,151.06346"
putty road northbound,"-32.63285,151.06244"
putty road northbound,"-32.63295,151.06201"
putty road northbound,"-32.63315,151.06114"
putty road northbound,"-32.63368,151.05881"
putty road northbound,"-32.63398,151.05758"
putty road northbound,"-32.63408,151.05723"
putty road northbound,"-32.63431,151.05663"
putty road northbound,"-32.63446,151.05631"
putty road northbound,"-32.6347,151.05587"
putty road northbound,"-32.6349,151.05555"
putty road northbound,"-32.63531,151.05502"
putty road northbound,"-32.63556,151.05476"
putty road northbound,"-32.63662,151.05379"
putty road northbound,"-32.63796,151.05259"
putty road northbound,"-32.63832,151.05225"
putty road northbound,"-32.63861,151.05193"
putty road northbound,"-32.63904,151.05143"
putty road northbound,"-32.63938,151.051"
putty road northbound,"-32.63977,151.05043"
putty road northbound,"-32.63992,151.05019"
putty road northbound,"-32.64009,151.04999"
putty road northbound,"-32.64034,151.0495"
putty road northbound,"-32.64071,151.04879"
putty road northbound,"-32.64091,151.04834"
putty road northbound,"-32.6411,151.04789"
putty road northbound,"-32.6416,151.04646"
putty road northbound,"-32.64226,151.04452"
putty road northbound,"-32.64286,151.04283"
putty road northbound,"-32.64388,151.04004"
putty road northbound,"-32.64439,151.03864"
putty road northbound,"-32.64476,151.03761"
putty road northbound,"-32.64543,151.03556"
putty road northbound,"-32.64574,151.03459"
putty road northbound,"-32.64589,151.03413"
putty road northbound,"-32.64612,151.03346"
putty road northbound,"-32.64632,151.03294"
putty road northbound,"-32.64654,151.03243"
putty road northbound,"-32.6471,151.03121"
putty road northbound,"-32.64789,151.02943"
putty road northbound,"-32.64824,151.02859"
putty road northbound,"-32.64848,151.02795"
putty road northbound,"-32.64941,151.02518"
putty road northbound,"-32.64979,151.02409"
putty road northbound,"-32.65013,151.02306"
putty road northbound,"-32.65015,151.02302"
putty road northbound,"-32.65024,151.02274"
putty road northbound,"-32.65034,151.02249"
putty road northbound,"-32.65053,151.02211"
putty road northbound,"-32.65089,151.02143"
putty road northbound,"-32.65096,151.0213"
putty road northbound,"-32.6513,151.02067"
putty road northbound,"-32.65137,151.02056"
putty road northbound,"-32.65142,151.02047"
putty road northbound,"-32.65152,151.0203"
putty road northbound,"-32.65159,151.0202"
putty road northbound,"-32.65169,151.02012"
putty road northbound,"-32.65179,151.0201"
putty road northbound,"-32.6519,151.0201"
putty road northbound,"-32.65193,151.02011"
putty road northbound,"-32.65203,151.02016"
putty road northbound,"-32.65208,151.0202"
putty road northbound,"-32.65238,151.02047"
putty road northbound,"-32.65265,151.02072"
putty road northbound,"-32.65289,151.02094"
putty road northbound,"-32.65337,151.02135"
putty road northbound,"-32.65373,151.02173"
putty road northbound,"-32.65396,151.02202"
putty road northbound,"-32.65411,151.02222"
putty road northbound,"-32.65437,151.02259"
putty road northbound,"-32.65475,151.02319"
putty road northbound,"-32.6549,151.02342"
putty road northbound,"-32.65528,151.02403"
putty road northbound,"-32.65561,151.02451"
putty road northbound,"-32.65573,151.02466"
putty road northbound,"-32.65594,151.02492"
putty road northbound,"-32.65616,151.02515"
putty road northbound,"-32.65659,151.02554"
putty road northbound,"-32.65701,151.02586"
putty road northbound,"-32.65737,151.02609"
putty road northbound,"-32.65777,151.0263"
putty road northbound,"-32.65808,151.02644"
putty road northbound,"-32.65838,151.02656"
putty road northbound,"-32.65881,151.02667"
putty road northbound,"-32.65921,151.02674"
putty road northbound,"-32.65957,151.02679"
putty road northbound,"-32.65998,151.0268"
putty road northbound,"-32.66053,151.02677"
putty road northbound,"-32.66166,151.0267"
putty road northbound,"-32.66235,151.02665"
putty road northbound,"-32.66335,151.02658"
putty road northbound,"-32.66418,151.02653"
putty road northbound,"-32.66947,151.02619"
putty road northbound,"-32.67006,151.02614"
putty road northbound,"-32.67042,151.02609"
putty road northbound,"-32.67114,151.02595"
putty road northbound,"-32.6717,151.02579"
putty road northbound,"-32.67223,151.0256"
putty road northbound,"-32.67273,151.0254"
putty road northbound,"-32.67306,151.02525"
putty road northbound,"-32.67334,151.0251"
putty road northbound,"-32.67339,151.02508"
putty road northbound,"-32.6739,151.02478"
putty road northbound,"-32.67428,151.02453"
putty road northbound,"-32.67484,151.02413"
putty road northbound,"-32.67536,151.02369"
putty road northbound,"-32.67591,151.02317"
putty road northbound,"-32.67639,151.02263"
putty road northbound,"-32.67684,151.02207"
putty road northbound,"-32.67705,151.02177"
putty road northbound,"-32.67803,151.02026"
putty road northbound,"-32.67879,151.01904"
putty road northbound,"-32.6794,151.01807"
putty road northbound,"-32.68064,151.01608"
putty road northbound,"-32.68093,151.01563"
putty road northbound,"-32.68148,151.01486"
putty road northbound,"-32.68173,151.01453"
putty road northbound,"-32.68223,151.01395"
putty road northbound,"-32.68257,151.01358"
putty road northbound,"-32.68312,151.01304"
putty road northbound,"-32.68349,151.01271"
putty road northbound,"-32.68381,151.01244"
putty road northbound,"-32.68447,151.01194"
putty road northbound,"-32.68478,151.01171"
putty road northbound,"-32.68523,151.01142"
putty road northbound,"-32.686,151.01097"
putty road northbound,"-32.68651,151.01071"
putty road northbound,"-32.68679,151.01059"
putty road northbound,"-32.68765,151.01025"
putty road northbound,"-32.68857,151.0099"
putty road northbound,"-32.69058,151.00916"
putty road northbound,"-32.69295,151.00823"
putty road northbound,"-32.69362,151.00796"
putty road northbound,"-32.69378,151.00789"
putty road northbound,"-32.69403,151.00774"
putty road northbound,"-32.69424,151.0076"
putty road northbound,"-32.69445,151.00742"
putty road northbound,"-32.69464,151.00724"
putty road northbound,"-32.69479,151.00709"
putty road northbound,"-32.695,151.00682"
putty road northbound,"-32.69526,151.0064"
putty road northbound,"-32.69531,151.00629"
putty road northbound,"-32.69549,151.00588"
putty road northbound,"-32.69564,151.00544"
putty road northbound,"-32.69569,151.00524"
putty road northbound,"-32.69575,151.00481"
putty road northbound,"-32.69578,151.00456"
putty road northbound,"-32.69579,151.00414"
putty road northbound,"-32.69575,151.00368"
putty road northbound,"-32.6957,151.00332"
putty road northbound,"-32.69547,151.0022"
putty road northbound,"-32.69531,151.00145"
putty road northbound,"-32.69462,150.99817"
putty road northbound,"-32.6946,150.9981"
putty road northbound,"-32.69452,150.99771"
putty road northbound,"-32.69441,150.99706"
putty road northbound,"-32.69437,150.9968"
putty road northbound,"-32.69433,150.99623"
putty road northbound,"-32.69433,150.99609"
putty road northbound,"-32.69432,150.99581"
putty road northbound,"-32.69433,150.9953"
putty road northbound,"-32.69435,150.99496"
putty road northbound,"-32.6946,150.99256"
putty road northbound,"-32.69471,150.99153"
putty road northbound,"-32.69481,150.99032"
putty road northbound,"-32.69485,150.98991"
putty road northbound,"-32.69484,150.98913"
putty road northbound,"-32.69481,150.98857"
putty road northbound,"-32.69455,150.98456"
putty road northbound,"-32.69454,150.98428"
putty road northbound,"-32.69455,150.98402"
putty road northbound,"-32.69457,150.98376"
putty road northbound,"-32.69461,150.9835"
putty road northbound,"-32.69475,150.983"
putty road northbound,"-32.69531,150.9812"
putty road northbound,"-32.69536,150.98105"
putty road northbound,"-32.69553,150.98054"
putty road northbound,"-32.69563,150.9803"
putty road northbound,"-32.69585,150.97982"
putty road northbound,"-32.6961,150.97936"
putty road northbound,"-32.69702,150.97779"
putty road northbound,"-32.69782,150.97641"
putty road northbound,"-32.69794,150.97618"
putty road northbound,"-32.69815,150.97569"
putty road northbound,"-32.69843,150.97493"
putty road northbound,"-32.69868,150.97416"
putty road northbound,"-32.69869,150.97412"
putty road northbound,"-32.69927,150.9722"
putty road northbound,"-32.69942,150.97183"
putty road northbound,"-32.69951,150.97161"
putty road northbound,"-32.69984,150.97097"
putty road northbound,"-32.69997,150.97072"
putty road northbound,"-32.70015,150.97029"
putty road northbound,"-32.70035,150.96974"
putty road northbound,"-32.70052,150.96925"
putty road northbound,"-32.70155,150.96591"
putty road northbound,"-32.70166,150.96555"
putty road northbound,"-32.70186,150.96484"
putty road northbound,"-32.70229,150.96323"
putty road northbound,"-32.70241,150.96285"
putty road northbound,"-32.7027,150.96202"
putty road northbound,"-32.70337,150.96025"
putty road northbound,"-32.70352,150.9597"
putty road northbound,"-32.7036,150.95922"
putty road northbound,"-32.70362,150.95896"
putty road northbound,"-32.70365,150.95842"
putty road northbound,"-32.70368,150.9564"
putty road northbound,"-32.70371,150.9561"
putty road northbound,"-32.70379,150.95561"
putty road northbound,"-32.70385,150.95535"
putty road northbound,"-32.70399,150.95486"
putty road northbound,"-32.70408,150.95461"
putty road northbound,"-32.70417,150.95436"
putty road northbound,"-32.70427,150.95413"
putty road northbound,"-32.7044,150.9539"
putty road northbound,"-32.70454,150.95369"
putty road northbound,"-32.70469,150.95349"
putty road northbound,"-32.705,150.95312"
putty road northbound,"-32.70516,150.95297"
putty road northbound,"-32.70553,150.9527"
putty road northbound,"-32.70572,150.95259"
putty road northbound,"-32.70609,150.95241"
putty road northbound,"-32.70627,150.9523"
putty road northbound,"-32.70645,150.95218"
putty road northbound,"-32.70648,150.95215"
putty road northbound,"-32.70676,150.95189"
putty road northbound,"-32.7069,150.95171"
putty road northbound,"-32.70718,150.95132"
putty road northbound,"-32.70762,150.95074"
putty road northbound,"-32.70795,150.95036"
putty road northbound,"-32.70828,150.95001"
putty road northbound,"-32.70865,150.94968"
putty road northbound,"-32.70962,150.94888"
putty road northbound,"-32.70993,150.94861"
putty road northbound,"-32.71085,150.94751"
putty road northbound,"-32.71111,150.94716"
putty road northbound,"-32.71142,150.94668"
putty road northbound,"-32.71177,150.94609"
putty road northbound,"-32.71203,150.94567"
putty road northbound,"-32.71221,150.94543"
putty road northbound,"-32.71232,150.94532"
putty road northbound,"-32.71245,150.94524"
putty road northbound,"-32.71266,150.94516"
putty road northbound,"-32.71302,150.94509"
putty road northbound,"-32.71313,150.94509"
putty road northbound,"-32.7132,150.94509"
putty road northbound,"-32.71338,150.9451"
putty road northbound,"-32.71349,150.94513"
putty road northbound,"-32.7138,150.94526"
putty road northbound,"-32.71402,150.94539"
putty road northbound,"-32.71447,150.94569"
putty road northbound,"-32.71473,150.9459"
putty road northbound,"-32.71497,150.9461"
putty road northbound,"-32.71536,150.94646"
putty road northbound,"-32.71578,150.94692"
putty road northbound,"-32.71622,150.94729"
putty road northbound,"-32.71635,150.94737"
putty road northbound,"-32.71674,150.94753"
putty road northbound,"-32.71702,150.9476"
putty road northbound,"-32.71721,150.94763"
putty road northbound,"-32.71729,150.94764"
putty road northbound,"-32.71768,150.94767"
putty road northbound,"-32.71803,150.94767"
putty road northbound,"-32.71819,150.94765"
putty road northbound,"-32.71835,150.94758"
putty road northbound,"-32.71859,150.94744"
putty road northbound,"-32.71867,150.94739"
putty road northbound,"-32.71891,150.94714"
putty road northbound,"-32.71902,150.947"
putty road northbound,"-32.71951,150.94624"
putty road northbound,"-32.72022,150.94518"
putty road northbound,"-32.72041,150.94497"
putty road northbound,"-32.72061,150.94483"
putty road northbound,"-32.7208,150.94475"
putty road northbound,"-32.7209,150.94473"
putty road northbound,"-32.72099,150.94474"
putty road northbound,"-32.72114,150.94477"
putty road northbound,"-32.72215,150.94512"
putty road northbound,"-32.72233,150.94514"
putty road northbound,"-32.7226,150.94511"
putty road northbound,"-32.72279,150.94504"
putty road northbound,"-32.723,150.9449"
putty road northbound,"-32.72323,150.94469"
putty road northbound,"-32.72334,150.94459"
putty road northbound,"-32.72381,150.94417"
putty road northbound,"-32.72403,150.94405"
putty road northbound,"-32.72413,150.94402"
putty road northbound,"-32.72418,150.94401"
putty road northbound,"-32.72438,150.944"
putty road northbound,"-32.72457,150.94404"
putty road northbound,"-32.72469,150.94408"
putty road northbound,"-32.72495,150.94424"
putty road northbound,"-32.72507,150.94434"
putty road northbound,"-32.72543,150.94465"
putty road northbound,"-32.72568,150.94485"
putty road northbound,"-32.7258,150.94491"
putty road northbound,"-32.72591,150.94493"
putty road northbound,"-32.726,150.94493"
putty road northbound,"-32.72609,150.94491"
putty road northbound,"-32.72626,150.94485"
putty road northbound,"-32.72643,150.94476"
putty road northbound,"-32.727,150.94437"
putty road northbound,"-32.7274,150.94405"
putty road northbound,"-32.7278,150.9438"
putty road northbound,"-32.72841,150.94349"
putty road northbound,"-32.72866,150.94334"
putty road northbound,"-32.72884,150.9432"
putty road northbound,"-32.72969,150.94233"
putty road northbound,"-32.72985,150.94217"
putty road northbound,"-32.73021,150.94177"
putty road northbound,"-32.73051,150.94149"
putty road northbound,"-32.73092,150.94119"
putty road northbound,"-32.73109,150.9411"
putty road northbound,"-32.73154,150.94095"
putty road northbound,"-32.73172,150.94091"
putty road northbound,"-32.73193,150.94084"
putty road northbound,"-32.73246,150.94061"
putty road northbound,"-32.73286,150.94042"
putty road northbound,"-32.733,150.94034"
putty road northbound,"-32.73314,150.94018"
putty road northbound,"-32.73343,150.93978"
putty road northbound,"-32.73359,150.93962"
putty road northbound,"-32.73382,150.93949"
putty road northbound,"-32.73405,150.93945"
putty road northbound,"-32.73419,150.93946"
putty road northbound,"-32.73427,150.93949"
putty road northbound,"-32.73439,150.93952"
putty road northbound,"-32.73478,150.93959"
putty road northbound,"-32.73519,150.93965"
putty road northbound,"-32.73547,150.93962"
putty road northbound,"-32.73572,150.93956"
putty road northbound,"-32.73606,150.93949"
putty road northbound,"-32.73674,150.93944"
putty road northbound,"-32.73744,150.93937"
putty road northbound,"-32.7376,150.93933"
putty road northbound,"-32.73772,150.93927"
putty road northbound,"-32.73782,150.93919"
putty road northbound,"-32.73795,150.93903"
putty road northbound,"-32.73815,150.93868"
putty road northbound,"-32.73827,150.93844"
putty road northbound,"-32.73835,150.93824"
putty road northbound,"-32.73846,150.93793"
putty road northbound,"-32.73857,150.93763"
putty road northbound,"-32.73874,150.93706"
putty road northbound,"-32.73884,150.9367"
putty road northbound,"-32.7389,150.93657"
putty road northbound,"-32.73898,150.93642"
putty road northbound,"-32.73908,150.93629"
putty road northbound,"-32.73925,150.93612"
putty road northbound,"-32.73926,150.93611"
putty road northbound,"-32.73986,150.93569"
putty road northbound,"-32.74011,150.93547"
putty road northbound,"-32.74021,150.93535"
putty road northbound,"-32.74031,150.93516"
putty road northbound,"-32.74037,150.93496"
putty road northbound,"-32.74047,150.9344"
putty road northbound,"-32.74053,150.93415"
putty road northbound,"-32.74058,150.934"
putty road northbound,"-32.74076,150.93359"
putty road northbound,"-32.74091,150.93339"
putty road northbound,"-32.74103,150.93329"
putty road northbound,"-32.74114,150.93321"
putty road northbound,"-32.74145,150.93305"
putty road northbound,"-32.74173,150.93297"
putty road northbound,"-32.74188,150.93295"
putty road northbound,"-32.74236,150.93294"
putty road northbound,"-32.74254,150.93292"
putty road northbound,"-32.74293,150.93281"
putty road northbound,"-32.7431,150.93278"
putty road northbound,"-32.74332,150.9327"
putty road northbound,"-32.74341,150.93264"
putty road northbound,"-32.74354,150.93251"
putty road northbound,"-32.74388,150.93205"
putty road northbound,"-32.7439,150.93203"
putty road northbound,"-32.74402,150.93191"
putty road northbound,"-32.74413,150.93182"
putty road northbound,"-32.74435,150.93166"
putty road northbound,"-32.7444,150.9316"
putty road northbound,"-32.74442,150.93154"
putty road northbound,"-32.74442,150.93148"
putty road northbound,"-32.74441,150.93138"
putty road northbound,"-32.74432,150.93119"
putty road northbound,"-32.74421,150.93102"
putty road northbound,"-32.74415,150.93087"
putty road northbound,"-32.74413,150.93073"
putty road northbound,"-32.74413,150.93034"
putty road northbound,"-32.74413,150.93018"
putty road northbound,"-32.74414,150.92994"
putty road northbound,"-32.74424,150.92962"
putty road northbound,"-32.74438,150.9293"
putty road northbound,"-32.74453,150.9289"
putty road northbound,"-32.74476,150.92839"
putty road northbound,"-32.74478,150.92825"
putty road northbound,"-32.74476,150.92805"
putty road northbound,"-32.74469,150.92766"
putty road northbound,"-32.74457,150.92728"
putty road northbound,"-32.74449,150.92697"
putty road northbound,"-32.74441,150.9266"
putty road northbound,"-32.7444,150.92637"
putty road northbound,"-32.7444,150.92624"
putty road northbound,"-32.74445,150.92602"
putty road northbound,"-32.74454,150.92581"
putty road northbound,"-32.74463,150.92566"
putty road northbound,"-32.74478,150.9255"
putty road northbound,"-32.74502,150.92529"
putty road northbound,"-32.74519,150.92518"
putty road northbound,"-32.74565,150.92489"
putty road northbound,"-32.74583,150.92474"
putty road northbound,"-32.74645,150.92417"
putty road northbound,"-32.74665,150.924"
putty road northbound,"-32.74681,150.92388"
putty road northbound,"-32.74689,150.92384"
putty road northbound,"-32.7473,150.92364"
putty road northbound,"-32.7474,150.92358"
putty road northbound,"-32.74749,150.92349"
putty road northbound,"-32.74774,150.92315"
putty road northbound,"-32.74784,150.92302"
putty road northbound,"-32.74796,150.9229"
putty road northbound,"-32.74809,150.9228"
putty road northbound,"-32.74824,150.92275"
putty road northbound,"-32.7484,150.92273"
putty road northbound,"-32.74856,150.92275"
putty road northbound,"-32.74872,150.92278"
putty road northbound,"-32.74888,150.92281"
putty road northbound,"-32.74902,150.92279"
putty road northbound,"-32.74918,150.92274"
putty road northbound,"-32.74928,150.9227"
putty road northbound,"-32.74973,150.92239"
putty road northbound,"-32.74983,150.92235"
putty road northbound,"-32.74987,150.92233"
putty road northbound,"-32.75004,150.92229"
putty road northbound,"-32.75019,150.92229"
putty road northbound,"-32.75035,150.92227"
putty road northbound,"-32.75042,150.92224"
putty road northbound,"-32.75048,150.92217"
putty road northbound,"-32.75053,150.92207"
putty road northbound,"-32.7506,150.92187"
putty road northbound,"-32.75065,150.92167"
putty road northbound,"-32.7507,150.92157"
putty road northbound,"-32.75078,150.92147"
putty road northbound,"-32.75087,150.92142"
putty road northbound,"-32.75103,150.92139"
putty road northbound,"-32.75114,150.92141"
putty road northbound,"-32.75124,150.92147"
putty road northbound,"-32.75144,150.92167"
putty road northbound,"-32.75167,150.92195"
putty road northbound,"-32.75169,150.92199"
putty road northbound,"-32.75184,150.92227"
putty road northbound,"-32.75205,150.92279"
putty road northbound,"-32.7522,150.92317"
putty road northbound,"-32.75239,150.92372"
putty road northbound,"-32.75249,150.92387"
putty road northbound,"-32.75257,150.92393"
putty road northbound,"-32.75266,150.92397"
putty road northbound,"-32.75274,150.92399"
putty road northbound,"-32.75282,150.92399"
putty road northbound,"-32.75292,150.92396"
putty road northbound,"-32.75304,150.92388"
putty road northbound,"-32.75323,150.92372"
putty road northbound,"-32.75344,150.92352"
putty road northbound,"-32.75369,150.92333"
putty road northbound,"-32.75413,150.92311"
putty road northbound,"-32.75423,150.92306"
putty road northbound,"-32.75443,150.92296"
putty road northbound,"-32.75468,150.92286"
putty road northbound,"-32.75483,150.92284"
putty road northbound,"-32.75491,150.92285"
putty road northbound,"-32.75503,150.92287"
putty road northbound,"-32.75515,150.92293"
putty road northbound,"-32.75525,150.92301"
putty road northbound,"-32.75535,150.92311"
putty road northbound,"-32.75544,150.92327"
putty road northbound,"-32.75546,150.92331"
putty road northbound,"-32.75549,150.92345"
putty road northbound,"-32.75553,150.92363"
