road,point,hour,traffic_percent,currentSpeed,freeFlowSpeed
putty road southbound,"-33.07876,150.70843",07:00,0%,100.0,100.0
putty road southbound,"-33.06658,150.69829",07:00,0%,99.0,99.0
putty road southbound,"-33.05414,150.68816",07:00,0%,99.0,99.0
putty road southbound,"-33.04811,150.68206",07:00,0%,93.0,93.0
putty road southbound,"-33.03889,150.67895",07:00,0%,93.0,93.0
putty road southbound,"-33.03592,150.67277",07:00,0%,93.0,93.0
putty road southbound,"-33.02125,150.66957",07:00,0%,94.0,94.0
putty road southbound,"-33.00959,150.67702",07:00,0%,96.0,96.0
putty road southbound,"-33.00183,150.68554",07:00,0%,96.0,96.0
putty road southbound,"-32.98628,150.68667",07:00,0%,90.0,90.0
putty road southbound,"-32.98166,150.68543",07:00,0%,71.0,71.0
putty road southbound,"-32.97579,150.68532",07:00,0%,71.0,71.0
putty road southbound,"-32.97,150.68881",07:00,0%,83.0,83.0
putty road southbound,"-32.96049,150.69075",07:00,0%,79.0,79.0
putty road southbound,"-32.94908,150.69696",07:00,0%,77.0,77.0
putty road southbound,"-32.94375,150.7011",07:00,0%,77.0,77.0
putty road southbound,"-32.93777,150.7007",07:00,0%,74.0,74.0
putty road southbound,"-32.93149,150.69968",07:00,0%,74.0,74.0
putty road southbound,"-32.9301,150.69772",07:00,0%,72.0,72.0
putty road southbound,"-32.92829,150.69836",07:00,0%,83.0,83.0
putty road southbound,"-32.92592,150.71045",07:00,0%,83.0,83.0
putty road southbound,"-32.92367,150.71888",07:00,0%,85.0,85.0
putty road southbound,"-32.91717,150.72825",07:00,0%,84.0,84.0
putty road southbound,"-32.91377,150.73862",07:00,0%,85.0,85.0
putty road southbound,"-32.90753,150.74848",07:00,0%,86.0,86.0
putty road southbound,"-32.89307,150.76539",07:00,0%,94.0,94.0
putty road southbound,"-32.88273,150.77427",07:00,0%,94.0,94.0
putty road southbound,"-32.8825,150.77951",07:00,0%,84.0,84.0
putty road southbound,"-32.88104,150.78689",07:00,0%,84.0,84.0
putty road southbound,"-32.87792,150.79216",07:00,0%,87.0,87.0
putty road southbound,"-32.87491,150.80679",07:00,0%,94.0,94.0
putty road southbound,"-32.8746,150.81689",07:00,0%,91.0,91.0
putty road southbound,"-32.86352,150.82782",07:00,0%,91.0,91.0
putty road southbound,"-32.85021,150.83006",07:00,0%,90.0,90.0
putty road southbound,"-32.84181,150.83852",07:00,0%,86.0,86.0
putty road southbound,"-32.83828,150.84682",07:00,0%,82.0,82.0
putty road southbound,"-32.83599,150.85158",07:00,0%,82.0,82.0
putty road southbound,"-32.8316,150.8551",07:00,0%,82.0,82.0
putty road southbound,"-32.82474,150.86285",07:00,0%,87.0,87.0
putty road southbound,"-32.81621,150.86916",07:00,0%,84.0,84.0
putty road southbound,"-32.81432,150.87604",07:00,0%,84.0,84.0
putty road southbound,"-32.81365,150.88345",07:00,0%,87.0,87.0
putty road southbound,"-32.81106,150.89035",07:00,0%,78.0,78.0
putty road southbound,"-32.80836,150.89848",07:00,0%,76.0,76.0
putty road southbound,"-32.80609,150.89775",07:00,0%,62.0,62.0
putty road southbound,"-32.8042,150.9019",07:00,0%,61.0,61.0
putty road southbound,"-32.80222,150.89917",07:00,0%,62.0,62.0
putty road southbound,"-32.80159,150.90279",07:00,0%,61.0,61.0
putty road southbound,"-32.79712,150.89981",07:00,0%,66.0,66.0
putty road southbound,"-32.79524,150.90084",07:00,0%,66.0,66.0
putty road southbound,"-32.79217,150.901",07:00,0%,66.0,66.0
putty road southbound,"-32.78714,150.89877",07:00,0%,66.0,66.0
putty road southbound,"-32.78186,150.89963",07:00,0%,65.0,65.0
putty road southbound,"-32.77776,150.90717",07:00,0%,67.0,67.0
putty road southbound,"-32.77752,150.91078",07:00,0%,67.0,67.0
putty road southbound,"-32.77772,150.91358",07:00,0%,58.0,58.0
putty road southbound,"-32.77698,150.91772",07:00,0%,58.0,58.0
putty road southbound,"-32.77395,150.92033",07:00,0%,58.0,58.0
putty road southbound,"-32.77093,150.92047",07:00,0%,58.0,58.0
putty road southbound,"-32.76764,150.92326",07:00,0%,60.0,60.0
putty road southbound,"-32.76316,150.92353",07:00,0%,62.0,62.0
putty road southbound,"-32.75914,150.924",07:00,0%,58.0,58.0
putty road southbound,"-32.75548,150.92422",07:00,0%,58.0,58.0
putty road southbound,"-32.75292,150.92396",07:00,0%,62.0,62.0
putty road southbound,"-32.75053,150.92207",07:00,0%,60.0,60.0
putty road southbound,"-32.74749,150.92349",07:00,0%,60.0,60.0
putty road southbound,"-32.74476,150.92805",07:00,0%,60.0,60.0
putty road southbound,"-32.74388,150.93205",07:00,0%,64.0,64.0
putty road southbound,"-32.74011,150.93547",07:00,0%,63.0,63.0
putty road southbound,"-32.73572,150.93956",07:00,0%,64.0,64.0
putty road southbound,"-32.73021,150.94177",07:00,0%,67.0,67.0
putty road southbound,"-32.72438,150.944",07:00,0%,73.0,73.0
putty road southbound,"-32.71891,150.94714",07:00,0%,74.0,74.0
putty road southbound,"-32.71338,150.9451",07:00,0%,79.0,79.0
putty road southbound,"-32.70676,150.95189",07:00,0%,94.0,94.0
putty road southbound,"-32.70362,150.95896",07:00,0%,91.0,91.0
putty road southbound,"-32.69815,150.97569",07:00,0%,96.0,96.0
putty road southbound,"-32.6946,150.99256",07:00,0%,90.0,90.0
putty road southbound,"-32.69531,151.00629",07:00,0%,80.0,80.0
putty road southbound,"-32.68349,151.01271",07:00,0%,94.0,94.0
putty road southbound,"-32.67306,151.02525",07:00,0%,95.0,95.0
putty road southbound,"-32.65701,151.02586",07:00,0%,71.0,71.0
putty road southbound,"-32.65179,151.0201",07:00,0%,69.0,69.0
putty road southbound,"-32.64632,151.03294",07:00,0%,94.0,94.0
putty road southbound,"-32.63832,151.05225",07:00,0%,96.0,96.0
putty road southbound,"-32.63137,151.06933",07:00,0%,98.0,98.0
putty road southbound,"-32.62771,151.09672",07:00,0%,96.0,96.0
putty road southbound,"-32.6186,151.0982",07:00,0%,85.0,85.0
putty road southbound,"-32.61725,151.10548",07:00,0%,94.0,94.0
putty road southbound,"-32.61927,151.11748",07:00,0%,94.0,94.0
putty road southbound,"-32.62486,151.12702",07:00,0%,87.0,87.0
putty road southbound,"-32.62358,151.13817",07:00,0%,97.0,97.0
putty road southbound,"-32.61776,151.14697",07:00,0%,96.0,96.0
putty road southbound,"-32.59775,151.1468",07:00,0%,96.0,96.0
putty road southbound,"-32.58545,151.15407",07:00,0%,95.0,95.0
putty road southbound,"-32.57037,151.1636",07:00,0%,38.0,38.0
Newcastle Street Eastbound,"-32.74798,151.58274",07:00,0%,56.0,56.0
Newcastle Street Westbound,"-32.75186,151.58593",07:00,31%,35.0,51.0
Appin Road 7750 Northbound,"-34.20157,150.78721",07:00,0%,52.0,52.0
Appin Road 7750 Northbound,"-34.19388,150.78971",07:00,0%,52.0,52.0
Appin Road 7750 Northbound,"-34.19201,150.79025",07:00,0%,54.0,54.0
Appin Road 7750 Northbound,"-34.18781,150.79052",07:00,0%,54.0,54.0
Appin Road 7750 Northbound,"-34.17589,150.79066",07:00,0%,73.0,73.0
Appin Road 7750 Northbound,"-34.16107,150.78963",07:00,0%,82.0,82.0
Appin Road 7750 Northbound,"-34.14677,150.79044",07:00,0%,81.0,81.0
Appin Road 7750 Northbound,"-34.1268,150.79207",07:00,0%,80.0,80.0
Appin Road 7750 Northbound,"-34.11455,150.79767",07:00,0%,72.0,72.0
Appin Road 7750 Northbound,"-34.11132,150.79839",07:00,0%,62.0,62.0
Appin Road 7750 Northbound,"-34.10168,150.80255",07:00,0%,71.0,71.0
Appin Road 7750 Northbound,"-34.08596,150.80632",07:00,0%,68.0,68.0
Appin Road 7750 Northbound,"-34.07583,150.80822",07:00,0%,64.0,64.0
Appin Road 7750 Southbound,"-34.08122,150.80805",07:00,0%,56.0,56.0
Appin Road 7750 Southbound,"-34.09959,150.80352",07:00,0%,51.0,51.0
Appin Road 7750 Southbound,"-34.11051,150.79862",07:00,0%,70.0,70.0
Appin Road 7750 Southbound,"-34.1143,150.79787",07:00,0%,56.0,56.0
Appin Road 7750 Southbound,"-34.12354,150.7941",07:00,0%,80.0,80.0
Appin Road 7750 Southbound,"-34.14373,150.79049",07:00,0%,80.0,80.0
Appin Road 7750 Southbound,"-34.15693,150.79106",07:00,0%,82.0,82.0
Appin Road 7750 Southbound,"-34.17166,150.78965",07:00,0%,82.0,82.0
Appin Road 7750 Southbound,"-34.18569,150.79077",07:00,0%,73.0,73.0
Appin Road 7750 Southbound,"-34.18946,150.7907",07:00,0%,54.0,54.0
Appin Road 7750 Southbound,"-34.19387,150.7899",07:00,0%,54.0,54.0
Appin Road 7750 Southbound,"-34.20127,150.78733",07:00,0%,52.0,52.0
Appin Road 7759 Northbound,"-34.29932,150.90566",07:00,0%,89.0,89.0
Appin Road 7759 Northbound,"-34.28467,150.89897",07:00,0%,89.0,89.0
Appin Road 7759 Northbound,"-34.27442,150.89525",07:00,0%,91.0,91.0
Appin Road 7759 Northbound,"-34.26562,150.8916",07:00,0%,93.0,93.0
Appin Road 7759 Northbound,"-34.25925,150.87551",07:00,0%,93.0,93.0
Appin Road 7759 Northbound,"-34.25,150.85451",07:00,0%,92.0,92.0
Appin Road 7759 Northbound,"-34.24135,150.83928",07:00,0%,93.0,93.0
Appin Road 7759 Northbound,"-34.23286,150.82208",07:00,0%,88.0,88.0
Appin Road 7759 Northbound,"-34.22155,150.80996",07:00,0%,88.0,88.0
Appin Road 7759 Northbound,"-34.21345,150.79945",07:00,0%,69.0,69.0
Appin Road 7759 Northbound,"-34.20814,150.79484",07:00,0%,64.0,64.0
Appin Road 7759 Southbound,"-34.20978,150.7966",07:00,0%,69.0,69.0
Appin Road 7759 Southbound,"-34.21547,150.80182",07:00,0%,69.0,69.0
Appin Road 7759 Southbound,"-34.22487,150.81304",07:00,0%,88.0,88.0
Appin Road 7759 Southbound,"-34.23602,150.82717",07:00,0%,91.0,91.0
Appin Road 7759 Southbound,"-34.24463,150.84443",07:00,0%,93.0,93.0
Appin Road 7759 Southbound,"-34.2507,150.86037",07:00,0%,92.0,92.0
Appin Road 7759 Southbound,"-34.26196,150.87969",07:00,0%,93.0,93.0
Appin Road 7759 Southbound,"-34.26703,150.89378",07:00,0%,93.0,93.0
Appin Road 7759 Southbound,"-34.27712,150.8947",07:00,0%,91.0,91.0
Appin Road 7759 Southbound,"-34.28752,150.90043",07:00,0%,89.0,89.0
Appin Road 7759 Southbound,"-34.3012,150.90544",07:00,0%,81.0,81.0
Pennant Hills Northbound,"-33.7943,151.01732",07:00,0%,53.0,53.0
Pennant Hills Northbound,"-33.78953,151.02319",07:00,36%,35.0,55.0
Pennant Hills Northbound,"-33.78653,151.03099",07:00,0%,55.0,55.0
Pennant Hills Northbound,"-33.78626,151.03776",07:00,0%,55.0,55.0
Pennant Hills Northbound,"-33.78444,151.04394",07:00,43%,22.0,39.0
Pennant Hills Northbound,"-33.78308,151.04697",07:00,0%,48.0,48.0
Pennant Hills Northbound,"-33.78031,151.05174",07:00,26%,33.0,45.0
Pennant Hills Northbound,"-33.7764,151.05145",07:00,0%,58.0,58.0
Pennant Hills Northbound,"-33.76919,151.04949",07:00,0%,57.0,57.0
Pennant Hills Northbound,"-33.7655,151.04729",07:00,0%,53.0,53.0
Pennant Hills Northbound,"-33.76099,151.04848",07:00,0%,55.0,55.0
Pennant Hills Northbound,"-33.75493,151.04778",07:00,0%,52.0,52.0
Pennant Hills Northbound,"-33.74806,151.04986",07:00,0%,56.0,56.0
Pennant Hills Northbound,"-33.74164,151.05661",07:00,0%,57.0,57.0
Pennant Hills Southbound,"-33.74652,151.05166",07:00,0%,65.0,65.0
Pennant Hills Southbound,"-33.75151,151.04894",07:00,52%,29.0,61.0
Pennant Hills Southbound,"-33.75845,151.04913",07:00,38%,16.0,26.0
Pennant Hills Southbound,"-33.76317,151.04773",07:00,0%,55.0,55.0
Pennant Hills Southbound,"-33.7682,151.0483",07:00,0%,57.0,57.0
Pennant Hills Southbound,"-33.77314,151.05122",07:00,0%,58.0,58.0
Pennant Hills Southbound,"-33.77971,151.05233",07:00,53%,12.0,26.0
Pennant Hills Southbound,"-33.78284,151.04813",07:00,0%,48.0,48.0
Pennant Hills Southbound,"-33.78381,151.04444",07:00,43%,22.0,39.0
Pennant Hills Southbound,"-33.78588,151.03889",07:00,0%,55.0,55.0
Pennant Hills Southbound,"-33.78597,151.03251",07:00,0%,57.0,57.0
Pennant Hills Southbound,"-33.78858,151.02616",07:00,0%,58.0,58.0
Pennant Hills Southbound,"-33.79405,151.01802",07:00,0%,54.0,54.0
Pennant Hills Eastbound,"-33.74023,151.06201",07:00,36%,36.0,57.0
Pennant Hills Eastbound,"-33.73898,151.07148",07:00,22%,44.0,57.0
Pennant Hills Eastbound,"-33.73663,151.07463",07:00,22%,44.0,57.0
Pennant Hills Eastbound,"-33.73273,151.07796",07:00,0%,58.0,58.0
Pennant Hills Eastbound,"-33.72872,151.08386",07:00,44%,29.0,52.0
Pennant Hills Eastbound,"-33.72533,151.08485",07:00,36%,39.0,61.0
Pennant Hills Eastbound,"-33.72357,151.09061",07:00,36%,39.0,61.0
Pennant Hills Eastbound,"-33.72445,151.09688",07:00,36%,40.0,63.0
Pennant Hills Eastbound,"-33.72197,151.10332",07:00,0%,55.0,55.0
Pennant Hills Eastbound,"-33.7186,151.10796",07:00,33%,22.0,33.0
Pennant Hills Westbound,"-33.72122,151.10482",07:00,28%,43.0,60.0
Pennant Hills Westbound,"-33.72457,151.09768",07:00,0%,61.0,61.0
Pennant Hills Westbound,"-33.72344,151.09131",07:00,0%,61.0,61.0
Pennant Hills Westbound,"-33.72475,151.08632",07:00,22%,47.0,61.0
Pennant Hills Westbound,"-33.72833,151.08409",07:00,0%,50.0,50.0
Pennant Hills Westbound,"-33.73195,151.07957",07:00,0%,61.0,61.0
Pennant Hills Westbound,"-33.73554,151.07617",07:00,0%,61.0,61.0
Pennant Hills Westbound,"-33.73902,151.07196",07:00,0%,51.0,51.0
Pennant Hills Westbound,"-33.73981,151.06535",07:00,0%,55.0,55.0
Elizabeth Drive2 Westbound,"-33.91864,150.9162",07:00,0%,54.0,54.0
Elizabeth Drive2 Westbound,"-33.91629,150.91089",07:00,48%,29.0,56.0
Elizabeth Drive2 Westbound,"-33.91252,150.90486",07:00,0%,58.0,58.0
Elizabeth Drive2 Westbound,"-33.90749,150.89859",07:00,0%,42.0,42.0
Elizabeth Drive2 Westbound,"-33.89904,150.89502",07:00,0%,53.0,53.0
Elizabeth Drive2 Westbound,"-33.89392,150.88995",07:00,0%,52.0,52.0
Elizabeth Drive2 Westbound,"-33.88877,150.88192",07:00,25%,33.0,44.0
Elizabeth Drive2 Westbound,"-33.88608,150.87129",07:00,0%,55.0,55.0
Elizabeth Drive2 Westbound,"-33.88343,150.86188",07:00,21%,48.0,61.0
Elizabeth Drive2 Eastbound,"-33.8835,150.85257",07:00,0%,67.0,67.0
Elizabeth Drive2 Eastbound,"-33.88325,150.86277",07:00,45%,33.0,61.0
Elizabeth Drive2 Eastbound,"-33.88681,150.8737",07:00,0%,68.0,68.0
Elizabeth Drive2 Eastbound,"-33.88917,150.88284",07:00,0%,48.0,48.0
Elizabeth Drive2 Eastbound,"-33.89385,150.89002",07:00,0%,54.0,54.0
Elizabeth Drive2 Eastbound,"-33.89887,150.89493",07:00,0%,53.0,53.0
Elizabeth Drive2 Eastbound,"-33.90717,150.89848",07:00,0%,42.0,42.0
Elizabeth Drive2 Eastbound,"-33.91244,150.90493",07:00,0%,54.0,54.0
Elizabeth Drive2 Eastbound,"-33.91691,150.9118",07:00,0%,55.0,55.0
Elizabeth Drive2 Eastbound,"-33.91914,150.91845",07:00,54%,15.0,33.0
Elizabeth Drive Westbound,"-33.87716,150.84332",07:00,28%,18.0,25.0
Elizabeth Drive Westbound,"-33.87476,150.83832",07:00,0%,70.0,70.0
Elizabeth Drive Westbound,"-33.87603,150.82784",07:00,0%,64.0,64.0
Elizabeth Drive Westbound,"-33.88073,150.81972",07:00,0%,70.0,70.0
Elizabeth Drive Westbound,"-33.88042,150.8097",07:00,0%,76.0,76.0
Elizabeth Drive Westbound,"-33.88076,150.80432",07:00,0%,70.0,70.0
Elizabeth Drive Westbound,"-33.88049,150.79247",07:00,0%,59.0,59.0
Elizabeth Drive Westbound,"-33.87824,150.78295",07:00,0%,71.0,71.0
Elizabeth Drive Westbound,"-33.87576,150.76878",07:00,0%,76.0,76.0
Elizabeth Drive Westbound,"-33.87385,150.75439",07:00,0%,69.0,69.0
Elizabeth Drive Westbound,"-33.87348,150.74997",07:00,0%,69.0,69.0
Elizabeth Drive Westbound,"-33.87092,150.73242",07:00,0%,76.0,76.0
Elizabeth Drive Westbound,"-33.86831,150.71664",07:00,0%,70.0,70.0
Elizabeth Drive Westbound,"-33.86463,150.70826",07:00,0%,74.0,74.0
Elizabeth Drive Eastbound,"-33.86547,150.69865",07:00,0%,17.0,17.0
Elizabeth Drive Eastbound,"-33.86461,150.70842",07:00,0%,79.0,79.0
Elizabeth Drive Eastbound,"-33.86851,150.71696",07:00,0%,64.0,64.0
Elizabeth Drive Eastbound,"-33.87107,150.73361",07:00,0%,76.0,76.0
Elizabeth Drive Eastbound,"-33.87338,150.75003",07:00,0%,76.0,76.0
Elizabeth Drive Eastbound,"-33.87418,150.75697",07:00,0%,69.0,69.0
Elizabeth Drive Eastbound,"-33.87592,150.76988",07:00,0%,78.0,78.0
Elizabeth Drive Eastbound,"-33.87935,150.78513",07:00,0%,73.0,73.0
Elizabeth Drive Eastbound,"-33.8807,150.79352",07:00,0%,66.0,66.0
Elizabeth Drive Eastbound,"-33.88072,150.80624",07:00,0%,70.0,70.0
Elizabeth Drive Eastbound,"-33.88042,150.8097",07:00,0%,76.0,76.0
Elizabeth Drive Eastbound,"-33.88073,150.81972",07:00,0%,70.0,70.0
Elizabeth Drive Eastbound,"-33.87603,150.82784",07:00,0%,64.0,64.0
Elizabeth Drive Eastbound,"-33.87476,150.83832",07:00,0%,70.0,70.0
Elizabeth Drive Eastbound,"-33.877,150.84343",07:00,42%,22.0,38.0
Liverpool Road Eastbound,"-33.88611,151.07017",07:00,0%,50.0,50.0
Liverpool Road Eastbound,"-33.8891,151.07729",07:00,19%,36.0,45.0
Liverpool Road Eastbound,"-33.89201,151.08479",07:00,0%,54.0,54.0
Liverpool Road Eastbound,"-33.89006,151.08985",07:00,0%,41.0,41.0
Liverpool Road Eastbound,"-33.88568,151.09361",07:00,19%,37.0,46.0
Liverpool Road Eastbound,"-33.88745,151.10013",07:00,0%,42.0,42.0
Liverpool Road Eastbound,"-33.88769,151.10473",07:00,0%,49.0,49.0
Liverpool Road Eastbound,"-33.88647,151.11031",07:00,0%,43.0,43.0
Liverpool Road Eastbound,"-33.88851,151.11755",07:00,18%,31.0,38.0
Liverpool Road Eastbound,"-33.88806,151.12369",07:00,0%,34.0,34.0
Liverpool Road Eastbound,"-33.89027,151.1282",07:00,0%,39.0,39.0
Liverpool Road Eastbound,"-33.88918,151.13269",07:00,0%,22.0,22.0
Liverpool Road Westbound,"-33.88672,151.13786",07:00,22%,35.0,45.0
Liverpool Road Westbound,"-33.88955,151.13179",07:00,0%,41.0,41.0
Liverpool Road Westbound,"-33.89003,151.12729",07:00,0%,39.0,39.0
Liverpool Road Westbound,"-33.88753,151.12171",07:00,0%,35.0,35.0
Liverpool Road Westbound,"-33.88755,151.11453",07:00,0%,49.0,49.0
Liverpool Road Westbound,"-33.88686,151.10636",07:00,0%,43.0,43.0
Liverpool Road Westbound,"-33.88779,151.10186",07:00,0%,43.0,43.0
Liverpool Road Westbound,"-33.88618,151.09593",07:00,64%,13.0,37.0
Liverpool Road Westbound,"-33.88764,151.09153",07:00,0%,43.0,43.0
Liverpool Road Westbound,"-33.89137,151.08923",07:00,0%,54.0,54.0
Liverpool Road Westbound,"-33.89211,151.08487",07:00,0%,42.0,42.0
Liverpool Road Westbound,"-33.88916,151.07719",07:00,0%,53.0,53.0
Liverpool Road Westbound,"-33.88668,151.07149",07:00,26%,28.0,38.0
Eastren distributor southbound,"-33.87398,151.21774",07:00,0%,57.0,57.0
Eastren distributor southbound,"-33.88015,151.21703",07:00,0%,70.0,70.0
Eastren distributor southbound,"-33.88564,151.21801",07:00,44%,10.0,18.0
Eastren distributor southbound,"-33.89717,151.21584",07:00,0%,75.0,75.0
Eastren distributor northbound,"-33.91176,151.21283",07:15,68%,24.0,75.0
Eastren distributor northbound,"-33.90156,151.21484",07:15,54%,33.0,72.0
Eastren distributor northbound,"-33.89189,151.21683",07:15,0%,72.0,72.0
Eastren distributor northbound,"-33.88284,151.2172",07:15,24%,53.0,70.0
Eastren distributor northbound,"-33.87574,151.21744",07:15,0%,73.0,73.0
Eastren distributor northbound,"-33.87096,151.21811",07:15,0%,65.0,65.0
Eastren distributor northbound,"-33.86693,151.2159",07:15,0%,66.0,66.0
Westren Distributor Eastbound,"-33.8716,151.19324",07:15,0%,61.0,61.0
Westren Distributor Eastbound,"-33.87487,151.19688",07:15,0%,58.0,58.0
Westren Distributor Eastbound,"-33.87298,151.20221",07:15,0%,59.0,59.0
Westren Distributor Eastbound,"-33.8682,151.20282",07:15,0%,67.0,67.0
Westren Distributor Eastbound,"-33.8623,151.20497",07:15,0%,67.0,67.0
Westren Distributor Westbound,"-33.86038,151.20601",07:15,0%,66.0,66.0
Westren Distributor Westbound,"-33.86396,151.20436",07:15,0%,67.0,67.0
Westren Distributor Westbound,"-33.8704,151.20326",07:15,0%,62.0,62.0
Westren Distributor Westbound,"-33.87274,151.2033",07:15,0%,62.0,62.0
Westren Distributor Westbound,"-33.87435,151.20108",07:15,0%,61.0,61.0
Westren Distributor Westbound,"-33.87505,151.19639",07:15,0%,59.0,59.0
Westren Distributor Westbound,"-33.87162,151.19295",07:15,0%,62.0,62.0
Cahill Expressway Northbound,"-33.86161,151.21329",07:15,30%,27.0,39.0
Cahill Expressway Northbound,"-33.8633,151.21326",07:15,30%,27.0,39.0
